name|city|lat|long|avgPrice
Comfort Suites Omaha|Omaha, NE|41.28832| -96.07723|  76.00000
La Quinta Inn by Wyndham Omaha West|Omaha, NE|41.28971| -96.07622|  65.00000
DoubleTree by Hilton Omaha Southwest|Omaha, NE|41.22579| -96.02518| 114.00000
Super 8 by Wyndham Omaha NE|Omaha, NE|41.23029| -96.02320|  63.00000
Hampton Inn Omaha Midtown-Aksarben Area|Omaha, NE|41.24564| -96.02297| 120.00000
Comfort Inn & Suites Omaha Central|Omaha, NE|41.22603| -96.02200|  94.00000
Courtyard Marriott Aksarben Village|Omaha, NE|41.24324| -96.01415| 123.00000
Aloft Omaha Aksarben Village|Omaha, NE|41.23746| -96.00886| 114.00000
DoubleTree by Hilton Tulsa Downtown|Tulsa, OK|36.14730| -95.99589| 149.00000
Aloft Tulsa Downtown|Tulsa, OK|36.15002| -95.99549| 158.00000
Residence Inn by Marriott Tulsa Downtown|Tulsa, OK|36.15023| -95.99307| 146.00000
Hyatt Regency Tulsa Downtown|Tulsa, OK|36.15397| -95.99121| 146.00000
River Spirit Casino Resort|Tulsa, OK|36.04122| -95.96419| 171.00000
Wingate by Wyndham Tulsa OK|Tulsa, OK|36.08932| -95.94660| 106.00000
Magnolia Hotel Omaha|Omaha, NE|41.25518| -95.93765| 140.00000
Hotel Deco|Omaha, NE|41.25687| -95.93624| 163.00000
Fairfield Inn & Suites by Marriott Omaha Downtown|Omaha, NE|41.26946| -95.93548|  89.00000
Cambria Hotel Omaha Downtown|Omaha, NE|41.26682| -95.93480|  99.00000
Hampton Inn & Suites Omaha-Downtown|Omaha, NE|41.26827| -95.93272| 115.00000
Hyatt Place Omaha Downtown Old Market|Omaha, NE|41.25470| -95.93242| 115.00000
Hilton Omaha|Omaha, NE|41.26304| -95.92998| 177.00000
Embassy Suites Omaha - Downtown/Old Market|Omaha, NE|41.25519| -95.92863| 146.75000
Studio 6 Tulsa, OK|Tulsa, OK|36.09368| -95.92044|  67.00000
Red Roof Inn Tulsa|Tulsa, OK|36.16221| -95.90369|  69.00000
La Quinta Inn & Suites by Wyndham Tulsa Airpt / Expo Square|Tulsa, OK|36.16167| -95.90178|  88.00000
Ramada by Wyndham Tulsa|Tulsa, OK|36.12339| -95.88446|  83.00000
Rodeway Inn & Suites|Tulsa, OK|36.16161| -95.76741|  60.00000
Baymont by Wyndham Houston/Westchase|Houston, TX|29.73296| -95.55932|  62.00000
America's Inn - Houston|Houston, TX|29.66506| -95.55530|  62.00000
Great Value Inn|Houston, TX|29.71713| -95.49647|  47.00000
REGENCY INN & SUITES|Houston, TX|29.83780| -95.49005|  67.00000
Days Inn by Wyndham Houston|Houston, TX|29.81777| -95.46528|  53.00000
Rodeway Inn|Houston, TX|29.81487| -95.46101|  55.00000
Hotel Granduca Houston|Houston, TX|29.75762| -95.45820| 440.00000
The St. Regis Houston|Houston, TX|29.74766| -95.45045| 562.00000
DoubleTree by Hilton Hotel Houston - Greenway Plaza|Houston, TX|29.73095| -95.43269| 118.00000
Motel 6 Houston, TX|Houston, TX|29.67718| -95.42954|  64.00000
Hotel Ylem|Houston, TX|29.69368| -95.41579|  98.00000
SpringHill Suites Houston Medical Center/NRG Park|Houston, TX|29.69299| -95.40902| 118.00000
Howard Johnson by Wyndham Houston|Houston, TX|29.77823| -95.40776|  57.00000
DoubleTree by Hilton Houston Medical Center Hotel & Suites|Houston, TX|29.70730| -95.40498| 136.00000
Hilton Houston Plaza / Medical Center|Houston, TX|29.70942| -95.40370|  94.00000
Hampton Inn & Suites Houston Medical Center NRG Park|Houston, TX|29.69593| -95.40283| 119.00000
The Westin Houston Medical Center|Houston, TX|29.70970| -95.40158| 186.00000
Hilton Garden Inn Houston Medical Center, TX|Houston, TX|29.70455| -95.38559| 129.00000
MainStay Suites Texas Medical Center/Reliant Park|Houston, TX|29.69987| -95.37829|  95.00000
Hyatt Regency Houston|Houston, TX|29.75682| -95.36935| 193.00000
The Lancaster Hotel|Houston, TX|29.76155| -95.36479| 241.00000
Aloft Houston Downtown|Houston, TX|29.75753| -95.36357| 147.00000
AC Hotel by Marriott Houston Downtown|Houston, TX|29.75840| -95.36332| 131.00000
Club Quarters Hotel Downtown, Houston|Houston, TX|29.75831| -95.36294| 111.00000
Four Seasons Hotel Houston|Houston, TX|29.75407| -95.36279| 548.36364
Hyatt Place Houston Downtown|Houston, TX|29.75883| -95.36142| 141.00000
Embassy Suites Houston Downtown|Houston, TX|29.75303| -95.36133| 160.00000
Hilton Americas - Houston|Houston, TX|29.75156| -95.36066| 206.00000
Cambria Hotel Houston Downtown Convention Center|Houston, TX|29.75775| -95.35955| 151.33333
Homewood Suites Houston Downtown|Houston, TX|29.75587| -95.35856| 151.00000
Marriott Marquis Houston|Houston, TX|29.75437| -95.35763| 328.00000
Best Western Plus West Lawrence|Lawrence, KS|38.97825| -95.32660|  98.00000
Days Inn & Suites by Wyndham Downtown/University of Houston|Houston, TX|29.71069| -95.31080|  77.00000
Tru by Hilton Lawrence|Lawrence, KS|38.97356| -95.30611|  93.00000
Hampton Inn Lawrence|Lawrence, KS|38.97264| -95.26359| 116.00000
Baymont by Wyndham Lawrence|Lawrence, KS|38.96970| -95.25969|  98.00000
Knights Inn South Houston|Houston, TX|29.65521| -95.24844|  57.00000
The Oread|Lawrence, KS|38.96249| -95.24254| 138.00000
Days Inn by Wyndham Houston East|Houston, TX|29.77441| -95.23874|  65.00000
Super 8 by Wyndham Houston Hobby Airport South|Houston, TX|29.62704| -95.23539|  60.00000
Motel 6 Lawrence, KS|Lawrence, KS|38.99072| -95.23006|  67.00000
Red Roof Inn Houston East - I-10|Houston, TX|29.77228| -95.22540|  55.00000
Quality Inn|Mount Pleasant, MI|33.16774| -95.00110|  85.00000
Quality Inn|Mt. Pleasant, MI|33.16774| -95.00110|  85.00000
Hampton Inn & Suites Nacogdoches|Nacogdoches, TX|31.57194| -94.67352| 105.00000
Comfort Suites Nacogdoches|Nacogdoches, TX|31.57305| -94.67260|  90.00000
Motel 6 Nacogdoches TX|Nacogdoches, TX|31.60499| -94.65247|  68.00000
Embassy Suites Kansas City - Plaza|Kansas City, MO|39.04980| -94.58941| 192.00000
Crossroads Hotel|Kansas City, MO|39.08795| -94.58722| 223.00000
Sonesta Select Kansas City South Overland Park|Kansas City, MO|38.93884| -94.58660| 116.00000
21c Museum Hotel Kansas City|Kansas City, MO|39.10346| -94.58646| 235.00000
Kansas City Marriott Country Club Plaza|Kansas City, MO|39.04588| -94.58605| 403.00000
Loews Kansas City Hotel|Kansas City, MO|39.09530| -94.58525| 280.00000
Home2 Suites by Hilton Kansas City Downtown|Kansas City, MO|39.08863| -94.58351| 165.00000
Hampton Inn & Suites Kansas City Downtown Crossroads|Kansas City, MO|39.09487| -94.58312| 200.00000
Sheraton Kansas City Hotel at Crown Center|Kansas City, MO|39.08530| -94.57963| 256.00000
La Quinta Inn & Suites by Wyndham Kansas City Beacon Hill|Kansas City, MO|39.08404| -94.57033| 188.00000
American Inn North Kansas City|Kansas City, MO|39.14271| -94.56525|  74.00000
La Quinta Inn by Wyndham Kansas City North|Kansas City, MO|39.14712| -94.55866|  66.00000
Americas Best Value Inn & Suites Kansas City|Kansas City, MO|38.90944| -94.52122|  93.00000
Arrowhead Inn|Kansas City, MO|39.06911| -94.51370|  73.00000
Motel 6 Kansas City, MO|Kansas City, MO|39.16153| -94.49461|  72.00000
Hotel Lotus|Kansas City, MO|39.05315| -94.47464| 233.00000
Best Western Premier Kansas City Sports Complex Hotel|Kansas City, MO|39.04947| -94.47401| 489.00000
Homewood Suites by Hilton Fayetteville|Fayetteville, AR|36.08055| -94.20251| 127.00000
Hampton Inn Fayetteville|Fayetteville, AR|36.05462| -94.19816| 115.00000
Regency 7 Motel|Fayetteville, AR|36.05710| -94.19721|  86.00000
Baymont by Wyndham Fayetteville|Fayetteville, AR|36.05566| -94.19704|  91.00000
Best Western Windsor Suites|Fayetteville, AR|36.05207| -94.19186| 108.00000
Inn at Carnall Hall|Fayetteville, AR|36.06967| -94.16924| 158.00000
Graduate Fayetteville|Fayetteville, AR|36.06328| -94.15925|  88.00000
Chief Motel|Fayetteville, AR|36.08691| -94.15401|  88.00000
Courtyard by Marriott Fayetteville|Fayetteville, AR|36.11807| -94.14934| 142.00000
La Quinta Inn & Suites by Wyndham Fayetteville|Fayetteville, AR|36.11519| -94.14739| 112.00000
Motel 6 Fayetteville, AR|Fayetteville, AR|36.10579| -94.14612|  66.00000
Motel 6 West Des Moines, IA|Des Moines, IA|41.58922| -93.81204|  67.00000
West Des Moines Marriott|Des Moines, IA|41.58888| -93.81026| 206.00000
Hyatt Place West Des Moines Jordan Creek|Des Moines, IA|41.56644| -93.79738| 110.00000
Sheraton West Des Moines Hotel|Des Moines, IA|41.59936| -93.77291| 134.00000
Quality Inn & Suites|Des Moines, IA|41.65083| -93.69684|  59.00000
Hilton Garden Inn Ames|Ames, IA|42.01070| -93.68315| 115.00000
Iowa House|Ames, IA|42.01877| -93.65212| 128.00000
AmericInn by Wyndham Des Moines Airport|Des Moines, IA|41.53770| -93.64339|  77.00000
Radisson Ames Conference Center at ISU|Ames, IA|41.99880| -93.64143|  87.66667
Best Western Plus University Park Inn & Suites|Ames, IA|42.00051| -93.63807|  90.00000
Des Lux Hotel|Des Moines, IA|41.58606| -93.62771| 212.00000
Des Moines Marriott Downtown|Des Moines, IA|41.58711| -93.62677| 161.00000
Hyatt Place Des Moines/Downtown|Des Moines, IA|41.58734| -93.62538| 115.00000
Surety Hotel|Des Moines, IA|41.58521| -93.62490| 189.00000
Hilton Des Moines Downtown|Des Moines, IA|41.59110| -93.62393| 186.00000
Renaissance Des Moines Savery Hotel|Des Moines, IA|41.58750| -93.62311| 147.00000
Fairfield Inn & Suites by Marriott Des Moines Downtown|Des Moines, IA|41.59382| -93.62092| 123.00000
Comfort Inn & Suites Event Center|Des Moines, IA|41.59460| -93.62054| 121.00000
Hampton Inn & Suites Des Moines Downtown|Des Moines, IA|41.58372| -93.61755| 151.00000
Courtyard by Marriott Ames|Ames, IA|42.00698| -93.61383| 104.00000
Days Inn by Wyndham Ames|Ames, IA|42.02056| -93.61080|  78.00000
Red Roof Inn Des Moines|Des Moines, IA|41.65073| -93.60153|  69.00000
Hampton Inn & Suites Ames|Ames, IA|42.00781| -93.58439|  95.00000
Fairfield Inn & Suites by Marriott Ames|Ames, IA|42.00889| -93.58345| 100.00000
Baymont by Wyndham Ames|Ames, IA|42.00803| -93.58206|  76.00000
Red Roof Inn Ames|Ames, IA|42.01007| -93.58000|  71.00000
AmericInn by Wyndham Ames|Ames, IA|42.00878| -93.57925|  88.00000
Econo Lodge Ames|Ames, IA|42.00785| -93.57783|  81.00000
Quality Inn & Suites|Springfield, MO|37.14363| -93.32258|  88.00000
Sleep Inn Springfield South I60 near Medical District|Springfield, MO|37.13525| -93.29455|  91.00000
Hotel Vandivort|Springfield, MO|37.20730| -93.29122| 170.00000
University Plaza Hotel and Convention Center Springfield|Springfield, MO|37.20786| -93.28334| 165.00000
The Chambers Hotel|Minneapolis, MN|44.97593| -93.27723| 136.00000
Millennium Minneapolis|Minneapolis, MN|44.97057| -93.27709| 109.00000
Hampton Inn & Suites Minneapolis / Downtown|Minneapolis, MN|44.97754| -93.27674| 127.00000
Loews Minneapolis Hotel|Minneapolis, MN|44.97890| -93.27509| 193.00000
Embassy Suites by Hilton Minneapolis Downtown|Minneapolis, MN|44.97882| -93.27315| 145.00000
Hilton Minneapolis|Minneapolis, MN|44.97259| -93.27287| 164.00000
AC Hotel by Marriott Minneapolis Downtown|Minneapolis, MN|44.98011| -93.27124| 139.00000
Hilton Garden Inn Minneapolis Downtown|Minneapolis, MN|44.97024| -93.26984| 115.00000
Hyatt Centric Downtown Minneapolis|Minneapolis, MN|44.97583| -93.26845| 154.00000
Hyatt Place Minneapolis Downtown|Minneapolis, MN|44.97406| -93.26600| 134.00000
DoubleTree by Hilton Springfield|Springfield, MO|37.24060| -93.26283| 136.00000
Plaza Inn Springfield|Springfield, MO|37.24825| -93.26276|  66.00000
Motel 6 Springfield, MO - North|Springfield, MO|37.24500| -93.26259|  62.00000
Best Western Route 66 Rail Haven|Springfield, MO|37.20870| -93.26238|  87.00000
Drury Inn & Suites Springfield, MO|Springfield, MO|37.24577| -93.26201| 113.00000
Radisson RED Minneapolis|Minneapolis, MN|44.97683| -93.26034| 135.00000
Vīb Best Western Springfield|Springfield, MO|37.18206| -93.26026| 125.00000
Canopy by Hilton Minneapolis Mill District|Minneapolis, MN|44.97677| -93.25885| 177.00000
Home2 Suites by Hilton Springfield North|Springfield, MO|37.24675| -93.25737| 121.00000
Aloft Minneapolis|Minneapolis, MN|44.97651| -93.25505| 136.00000
Comfort Inn South - Springfield|Springfield, MO|37.14535| -93.25369|  88.00000
Hilton Garden Inn Springfield|Springfield, MO|37.13648| -93.25157| 141.00000
Graduate Minneapolis|Minneapolis, MN|44.97420| -93.22909| 124.00000
Days Inn by Wyndham Battlefield Rd/Hwy 65|Springfield, MO|37.15523| -93.22872|  71.00000
Super 8 by Wyndham Springfield/Battlefield|Springfield, MO|37.15679| -93.22744|  85.00000
Greenstay Hotel & Suites|Springfield, MO|37.20817| -93.22692| 102.00000
Quality Inn US65 & E. Battlefield Rd. Springfield|Springfield, MO|37.15732| -93.22687|  80.00000
Hilton Garden Inn Minneapolis University Area|Minneapolis, MN|44.97091| -93.22217| 145.00000
Quality Inn|Iowa City, IA|43.14782| -93.20778|  87.00000
Hampton Inn Natchitoches|Natchitoches, LA|31.72932| -93.15865| 148.00000
Days Inn by Wyndham Natchitoches|Natchitoches, LA|31.72759| -93.15399|  76.00000
Best Western Natchitoches Inn|Natchitoches, LA|31.72764| -93.15313| 113.00000
Comfort Suites Natchitoches|Natchitoches, LA|31.72782| -93.15225| 116.00000
Hampton Inn & Suites Downtown St. Paul|Saint Paul, MN|44.94378| -93.10288| 139.00000
The Saint Paul Hotel|Saint Paul, MN|44.94479| -93.09580| 148.00000
Drury Plaza Hotel St. Paul Downtown|Saint Paul, MN|44.95258| -93.09292| 134.00000
SpringHill Suites by Marriott St. Paul Downtown|Saint Paul, MN|44.95102| -93.09166| 133.00000
Church Street Inn|Natchitoches, LA|31.76110| -93.08693| 219.00000
Courtyard by Marriott Ruston|Ruston, LA|32.54283| -92.63389| 145.00000
Days Inn by Wyndham Ruston LA|Ruston, LA|32.54122| -92.61452| 102.00000
Quality Inn|Rochester, MI|44.08170| -92.50670|  76.00000
Hilton Garden Inn Cedar Falls|Cedar Falls, IA|42.47276| -92.44982| 123.00000
AmericInn by Wyndham Cedar Falls|Cedar Falls, IA|42.48524| -92.44728|  86.00000
Comfort Suites Cedar Falls|Cedar Falls, IA|42.47179| -92.44685| 109.00000
Skyline Inn|Conway, AR|35.11026| -92.43912|  57.00000
Microtel Inn & Suites by Wyndham Conway|Conway, AR|35.11061| -92.43777|  67.00000
Super 8 by Wyndham Conway|Conway, AR|35.11025| -92.43554|  69.00000
Fairfield Inn & Suites by Marriott Conway|Conway, AR|35.10799| -92.43528| 106.00000
La Quinta Inn & Suites by Wyndham Conway|Conway, AR|35.10890| -92.43424|  86.00000
Home2 Suites by Hilton Conway|Conway, AR|35.09029| -92.41699| 100.00000
Hilton Garden Inn Conway|Conway, AR|35.08975| -92.41663|  95.00000
Super 8 by Wyndham Little Rock/Otter Creek|Little Rock, AR|34.65716| -92.40659|  68.00000
Embassy Suites Little Rock|Little Rock, AR|34.74566| -92.40006| 164.00000
Comfort Suites Little Rock West|Little Rock, AR|34.72655| -92.39941| 107.00000
Courtyard by Marriott Little Rock West|Little Rock, AR|34.74864| -92.39671| 111.00000
Hilton Garden Inn West Little Rock|Little Rock, AR|34.74422| -92.39614| 116.00000
Home2 Suites by Hilton Little Rock West|Little Rock, AR|34.72733| -92.39563| 116.00000
Wingate by Wyndham Little Rock|Little Rock, AR|34.74213| -92.39505| 125.00000
Americas Best Value Inn Little Rock West Medical Center|Little Rock, AR|34.75252| -92.39451|  66.00000
Motel 6 Little Rock, AR - West|Little Rock, AR|34.75501| -92.39037|  65.00000
La Quinta Inn & Suites by Wyndham Columbia|Columbia, MO|38.96803| -92.37609|  66.00000
Economy Inn Little Rock|Little Rock, AR|34.67314| -92.36966|  61.00000
Comfort Suites Columbia - University Area|Columbia, MO|38.96602| -92.35411|  87.00000
Atria Inn and Suites Extended Stay|Little Rock, AR|34.69372| -92.34744|  64.00000
Guest Inn & Suites - Midtown Medical Center|Little Rock, AR|34.74914| -92.34055| 102.00000
Stoney Creek Hotel Columbia|Columbia, MO|38.92172| -92.33819| 123.00000
Red Roof Inn Columbia, MO|Columbia, MO|38.97044| -92.33521|  68.00000
Baymont by Wyndham Little Rock|Little Rock, AR|34.69005| -92.30663|  72.00000
Best Western Plus Columbia Inn|Columbia, MO|38.96281| -92.29375|  86.00000
Ramada by Wyndham Columbia|Columbia, MO|38.96032| -92.29371|  72.00000
Courtyard by Marriott Columbia Missouri|Columbia, MO|38.91432| -92.29258| 131.88889
Wingate by Wyndham - Columbia|Columbia, MO|38.95827| -92.29132| 103.00000
Country Inn & Suites by Radisson, Columbia, MO|Columbia, MO|38.95968| -92.28967| 106.00000
Hilton Garden Inn Columbia|Columbia, MO|38.97470| -92.28922| 126.00000
Hampton Inn Columbia|Columbia, MO|38.96294| -92.28750| 124.00000
Residence Inn by Marriott Columbia|Columbia, MO|38.96227| -92.28418| 106.00000
La Quinta Inn & Suites by Wyndham Little Rock - West|Little Rock, AR|34.74341| -92.27575| 119.00000
The Empress of Little Rock|Little Rock, AR|34.72800| -92.27532| 212.00000
DoubleTree by Hilton Little Rock|Little Rock, AR|34.74935| -92.27402| 155.00000
Motel 6 North Little Rock, AR|Little Rock, AR|34.78160| -92.27271|  64.00000
Motel 6 North Little Rock, AR|North Little Rock, AR|34.78160| -92.27271|  64.00000
Little Rock Marriott|Little Rock, AR|34.74905| -92.27137| 174.00000
Little Rock Firehouse Hostel & Museum|Little Rock, AR|34.73664| -92.26736|  74.00000
Homewood Suites by Hilton Little Rock Downtown|Little Rock, AR|34.74428| -92.26641| 126.00000
Courtyard by Marriott Little Rock Downtown|Little Rock, AR|34.74703| -92.26472| 185.00000
Comfort Inn & Suites Presidential|Little Rock, AR|34.74065| -92.26167| 123.00000
Super 8 by Wyndham Columbia East|Columbia, MO|38.96089| -92.25079|  66.00000
Comfort Inn & Suites Airport|Little Rock, AR|34.72105| -92.22663| 108.00000
Wingate by Wyndham North Little Rock|Little Rock, AR|34.79816| -92.22045|  72.00000
Wingate by Wyndham North Little Rock|North Little Rock, AR|34.79816| -92.22045|  72.00000
Econo Lodge Inn & Suites Pritchard Road North Little Rock|Little Rock, AR|34.77743| -92.20342|  64.00000
Econo Lodge Inn & Suites Pritchard Road North Little Rock|North Little Rock, AR|34.77743| -92.20342|  64.00000
Fairfield Inn & Suites by Marriott West Monroe|Monroe, LA|32.50957| -92.18406| 103.00000
Hampton Inn West Monroe|Monroe, LA|32.50837| -92.18264| 118.00000
Home2 Suites by Hilton West Monroe|Monroe, LA|32.50824| -92.18077| 133.00000
Hilton Garden Inn West Monroe|Monroe, LA|32.50734| -92.17962| 106.00000
La Quinta Inn & Suites by Wyndham West Monroe|Monroe, LA|32.50908| -92.16564|  93.00000
Wingate by Wyndham West Monroe|Monroe, LA|32.51082| -92.16442|  88.00000
Motel 6 West Monroe, LA|Monroe, LA|32.50674| -92.16226|  54.00000
Comfort Inn West Monroe|Monroe, LA|32.50571| -92.16080|  85.00000
Americas Best Value Inn West Monroe|Monroe, LA|32.50861| -92.15835|  81.00000
Red Roof Inn Monroe|Monroe, LA|32.50339| -92.15832|  78.00000
Red Roof Inn West Monroe|Monroe, LA|32.50339| -92.15832|  64.00000
Hamilton House Inn|Monroe, LA|32.50240| -92.12438| 137.00000
Quality Inn|Monroe, LA|32.49298| -92.08204|  76.00000
Microtel Inn & Suites by Wyndham Scott/Lafayette|Lafayette, LA|30.24141| -92.06552|  68.00000
Courtyard Monroe Airport|Monroe, LA|32.49547| -92.05564|  96.00000
TownePlace Suites Monroe|Monroe, LA|32.49616| -92.05564| 133.00000
Hilton Garden Inn Lafayette/Cajundome|Lafayette, LA|30.22001| -92.04130| 100.00000
SpringHill Suites by Marriott Lafayette South at River Ranch|Lafayette, LA|30.16784| -92.04043| 122.00000
Courtyard by Marriott Lafayette South|Lafayette, LA|30.15182| -92.03936| 147.00000
Drury Inn & Suites Lafayette, LA|Lafayette, LA|30.24912| -92.03823| 135.00000
Red Roof Inn Lafayette, LA|Lafayette, LA|30.25336| -92.03512|  59.00000
The Juliet Hotel|Lafayette, LA|30.22144| -92.01901| 101.00000
Fairfield Inn & Suites by Marriott Lafayette South|Lafayette, LA|30.19435| -92.01745| 106.00000
Comfort Suites Oil Center|Lafayette, LA|30.19273| -92.01740|  90.00000
Express Inn|Lafayette, LA|30.18648| -92.01616|  55.00000
Howard Johnson by Wyndham Lafayette|Lafayette, LA|30.25359| -92.01565|  62.00000
DoubleTree by Hilton Hotel Lafayette|Lafayette, LA|30.19601| -92.01546| 118.00000
Best Western Lafayette Inn|Lafayette, LA|30.25293| -92.01528|  86.00000
Homewood Suites by Hilton Lafayette, LA|Lafayette, LA|30.18630| -92.01429| 107.00000
Super 8 by Wyndham Lafayette LA|Lafayette, LA|30.25438| -92.01347|  62.00000
Baymont by Wyndham Lafayette Airport|Lafayette, LA|30.25313| -92.01298|  76.00000
La Quinta Inn by Wyndham Lafayette North|Lafayette, LA|30.25189| -92.01211|  55.00000
