name|city|lat|long|avgPrice
The Natchez|New Orleans, LA|29.94974| -90.06870| 575.00000
Sheraton New Orleans Hotel|New Orleans, LA|29.95186| -90.06802| 188.00000
Audubon Cottages|New Orleans, LA|29.95817| -90.06778| 481.00000
New Orleans Marriott|New Orleans, LA|29.95288| -90.06733| 178.00000
Four Points By Sheraton French Quarter|New Orleans, LA|29.95765| -90.06675| 149.00000
Windsor Court Hotel|New Orleans, LA|29.94948| -90.06635| 428.00000
Loews New Orleans Hotel|New Orleans, LA|29.94797| -90.06621| 221.00000
DoubleTree by Hilton New Orleans|New Orleans, LA|29.95032| -90.06621| 159.00000
Hilton Garden Inn New Orleans Convention Center|New Orleans, LA|29.94134| -90.06604| 129.00000
Hampton Inn & Suites New Orleans Convention Center|New Orleans, LA|29.93974| -90.06516| 153.00000
The Frenchmen|New Orleans, LA|30.00757| -90.06095|1569.00000
ARRIVE Memphis|Memphis, TN|35.13439| -90.05935| 168.00000
Hyatt Centric Beale Street Memphis|Memphis, TN|35.14041| -90.05676| 189.00000
Olde Town Inn|New Orleans, LA|29.96776| -90.05529|  91.00000
River Inn of Harbor Town|Memphis, TN|35.16131| -90.05501| 329.00000
The Westin Memphis Beale Street|Memphis, TN|35.13902| -90.05256| 218.00000
Hampton Inn & Suites Memphis-Beale Street|Memphis, TN|35.14020| -90.05199| 196.00000
Canopy by Hilton Memphis Downtown|Memphis, TN|35.14294| -90.05130| 186.00000
DoubleTree by Hilton Memphis Downtown|Memphis, TN|35.14206| -90.05091| 162.00000
Hilton Garden Inn Memphis Downtown TN|Memphis, TN|35.14202| -90.05021| 180.00000
Sheraton Memphis Downtown Hotel|Memphis, TN|35.15157| -90.04955| 165.00000
Days Inn by Wyndham New Orleans Pontchartrain|New Orleans, LA|30.00213| -90.03978|  93.00000
Express Inn|Memphis, TN|35.05577| -90.02669|  77.00000
Express Inn West Memphis|Memphis, TN|35.05577| -90.02669|  57.00000
Econo Lodge|Memphis, TN|35.13866| -90.02618|  67.00000
The Guest House at Graceland|Memphis, TN|35.04940| -90.02301| 263.00000
Best Western Plus Gen X Inn|Memphis, TN|35.13926| -90.02211| 112.00000
Monte Carlo Motel|New Orleans, LA|30.01086| -90.01824|  81.00000
Motel 6 Memphis, TN - East|Memphis, TN|35.06036| -90.01075|  68.00000
Rodeway Inn|New Orleans, LA|30.02890| -89.99127|  89.00000
Deluxe Inn|Memphis, TN|35.17873| -89.93623|  65.00000
Comfort Inn & Suites Airport - American Way|Memphis, TN|35.07525| -89.92230|  91.00000
DoubleTree by Hilton Hotel Memphis|Memphis, TN|35.11630| -89.89299| 165.00000
Hilton Memphis|Memphis, TN|35.10494| -89.86891| 142.00000
Marriott Memphis East|Memphis, TN|35.10233| -89.86871| 152.00000
Americas Best Value Inn & Suites Memphis E|Memphis, TN|35.16668| -89.86378|  72.00000
Quality Inn|Memphis, TN|35.16170| -89.86259|  67.00000
Quality Inn & Suites Memphis East|Memphis, TN|35.16170| -89.86259|  82.00000
Red Roof Inn Memphis East|Memphis, TN|35.16730| -89.86193|  69.00000
La Quinta Inn & Suites by Wyndham Memphis Primacy Parkway|Memphis, TN|35.09794| -89.86179|  88.00000
Howard Johnson by Wyndham Springfield|Springfield, MA|39.82185| -89.66504| 108.00000
Comfort Inn & Suites|Springfield, MA|39.75079| -89.64559| 123.00000
Baymont by Wyndham Peoria|Peoria, IL|40.73807| -89.62486|  79.00000
Courtyard by Marriott Peoria|Peoria, IL|40.73698| -89.62471| 109.00000
Red Roof Inn Peoria|Peoria, IL|40.73621| -89.62299|  68.00000
Super 8 by Wyndham Peoria|Peoria, IL|40.73634| -89.62219|  81.00000
Comfort Suites Jackson-Cape Girardeau|Cape Girardeau, MO|37.35499| -89.60949|  98.00000
Four Points By Sheraton Peoria|Peoria, IL|40.69542| -89.58984|  97.00000
Pear Tree Inn Cape Girardeau West|Cape Girardeau, MO|37.30054| -89.58031|  81.00000
Drury Plaza Hotel Cape Girardeau Conference Center|Cape Girardeau, MO|37.30517| -89.57954| 122.00000
Motel 6 Peoria, IL|Peoria, IL|40.66962| -89.57750|  75.00000
Best Western Plus Peoria|Peoria, IL|40.67140| -89.57626| 114.00000
Hampton Inn Cape Girardeau I 55 East|Cape Girardeau, MO|37.29955| -89.57597| 124.00000
Super 8 by Wyndham Peoria East|Peoria, IL|40.66495| -89.56861|  84.00000
Hampton Inn Oxford-West|Oxford, MS|34.36487| -89.55727|  96.00000
The Inn at Ole Miss|University, MS|34.36646| -89.53002|  95.00000
Courtyard by Marriott Oxford|Oxford, MS|34.36831| -89.52682| 107.00000
Marriott Madison West|Madison, WI|43.08764| -89.52264| 117.00000
Courtyard by Marriott Cape Girardeau Downtown|Cape Girardeau, MO|37.30648| -89.52236| 164.00000
La Quinta Inn & Suites by Wyndham Oxford|Oxford, MS|34.35272| -89.52213|  97.00000
La Quinta Inn Suites by Wyndham Oxford MS|Oxford, MS|34.35272| -89.52213| 118.00000
Home2 Suites by Hilton Oxford|Oxford, MS|34.34858| -89.52200| 110.00000
Graduate Oxford|Oxford, MS|34.36899| -89.51792| 122.00000
Best Western West Towne Suites|Madison, WI|43.05425| -89.49944|  98.00000
Tru by Hilton Oxford|Oxford, MS|34.37418| -89.49845| 106.00000
TownePlace Suites Oxford|Oxford, MS|34.37106| -89.49802| 119.00000
Baymont Inn & Suites by Wyndham Madison|Madison, WI|43.03168| -89.41558|  92.00000
Graduate Madison|Madison, WI|43.07552| -89.39564| 149.00000
Hampton Inn & Suites Madison / Downtown|Madison, WI|43.07270| -89.39343| 136.00000
Best Western Premier Park Hotel|Madison, WI|43.07298| -89.38481| 133.00000
Hilton Madison Monona Terrace|Madison, WI|43.07267| -89.38033| 156.00000
Clarion Suites at the Alliant Energy Center|Madison, WI|43.04346| -89.37849| 113.00000
Sheraton Madison Hotel|Madison, WI|43.04749| -89.37309| 146.00000
Microtel Inn & Suites by Wyndham Hattiesburg|Hattiesburg, MS|31.32553| -89.35703|  94.00000
Hilton Garden Inn Hattiesburg|Hattiesburg, MS|31.32739| -89.35531| 121.00000
Baymont by Wyndham Hattiesburg|Hattiesburg, MS|31.32760| -89.35407|  74.00000
Comfort Suites Hattiesburg|Hattiesburg, MS|31.32735| -89.35314| 107.75000
TownePlace Suites Hattiesburg|Hattiesburg, MS|31.33145| -89.35123| 118.00000
Residence Inn by Marriott Hattiesburg|Hattiesburg, MS|31.32852| -89.34993| 131.00000
Courtyard by Marriott Hattiesburg|Hattiesburg, MS|31.32861| -89.34905| 136.00000
Motel 6 Madison, WI - East|Madison, WI|43.12480| -89.31111|  52.00000
DoubleTree by Hilton Madison East|Madison, WI|43.12786| -89.30991| 117.00000
Days Inn & Suites by Wyndham Madison|Madison, WI|43.04925| -89.30634|  92.00000
Grand Hotel Madison|Madison, WI|43.04459| -89.27415|  77.00000
Hampton Inn Carbondale|Carbondale, IL|37.74255| -89.16668| 128.00000
Courtyard Bloomington Normal|Normal, IL|40.51717| -88.94991| 115.00000
Hotel Chester|Starkville, MS|33.46408| -88.81416| 131.00000
Hampton Inn Starkville|Starkville, MS|33.45375| -88.80542| 140.00000
Comfort Suites Starkville|Starkville, MS|33.45860| -88.80038|  97.00000
Hilton Garden Inn Starkville|Starkville, MS|33.48105| -88.79710| 143.00000
Hampton Inn DeKalb, IL|Dekalb, IL|41.92343| -88.77376| 134.00000
Hampton Inn DeKalb, IL|DeKalb, IL|41.92343| -88.77376| 134.00000
Quality Inn Sycamore - DeKalb|Dekalb, IL|41.97909| -88.70965|  90.00000
Quality Inn Sycamore - DeKalb|DeKalb, IL|41.97909| -88.70965|  90.00000
Motel 6 Sycamore, IL|Dekalb, IL|42.01662| -88.70929|  65.00000
Motel 6 Sycamore, IL|DeKalb, IL|42.01662| -88.70929|  65.00000
Comfort Inn|Jackson, MS|30.43958| -88.52918|  60.00000
Quality Inn|Jackson, MS|30.44101| -88.52618|  70.00000
Best Western University Inn|Murray, KY|36.63409| -88.31217|  90.00000
SpringHill Suites by Marriott Murray|Murray, KY|36.63502| -88.30968| 157.75000
Microtel Inn by Wyndham Champaign|Champaign, IL|40.15911| -88.27243|  57.00000
Americas Best Value Inn Champaign|Champaign, IL|40.13303| -88.26197|  70.00000
Days Inn by Wyndham Champaign/Urbana|Champaign, IL|40.13405| -88.26083|  79.00000
Drury Inn & Suites Champaign|Champaign, IL|40.13673| -88.25873| 127.00000
Residence Inn Champaign|Champaign, IL|40.13818| -88.25171| 134.00000
Fairfield Inn & Suites by Marriott Champaign|Champaign, IL|40.13579| -88.25158| 105.00000
Champaign Garden Inn|Champaign, IL|40.11892| -88.24985| 124.60000
Baymont by Wyndham Champaign|Champaign, IL|40.13573| -88.24796|  78.00000
Home2 Suites by Hilton Champaign/Urbana|Champaign, IL|40.09236| -88.24736| 133.00000
Red Roof Inn Champaign - University|Champaign, IL|40.13580| -88.24625|  66.00000
I Hotel And Conference Center|Champaign, IL|40.09374| -88.23731| 196.00000
Hampton Inn Champaign/Urbana|Champaign, IL|40.11700| -88.22472| 119.00000
Courtyard Champaign|Champaign, IL|40.10463| -88.22447| 101.00000
Homewood Suites by Hilton Mobile Airport-University Area|Mobile, AL|30.68278| -88.20435| 146.00000
Eastland Suites Hotel & Conference Center|Champaign, IL|40.13114| -88.19819| 130.00000
Motel 6 Urbana, IL|Champaign, IL|40.13047| -88.19624|  73.00000
Hotel Milagro|San Diego, CA|13.47186| -88.18380|  88.66667
Super 8 by Wyndham Mobile/Tillmans Corner|Mobile, AL|30.58583| -88.17287|  81.00000
Quality Inn Mobile West Tillmans Corner|Mobile, AL|30.58521| -88.17275|  67.00000
Days Inn & Suites by Wyndham Mobile|Mobile, AL|30.58472| -88.17230|  72.00000
La Quinta Inn & Suites by Wyndham Mobile|Mobile, AL|30.67729| -88.13003| 128.00000
Springhill Suites Mobile|Mobile, AL|30.68131| -88.12961| 182.00000
Drury Inn Mobile|Mobile, AL|30.67447| -88.12960| 124.00000
Hilton Garden Inn Mobile West I-65/Airport Blvd|Mobile, AL|30.67411| -88.12934| 116.00000
Days Inn by Wyndham Mobile I-65|Mobile, AL|30.67803| -88.12934|  79.00000
Quality Inn & Suites at Airport Blvd I-65|Mobile, AL|30.68140| -88.12891|  76.00000
Courtyard by Marriott Mobile|Mobile, AL|30.67040| -88.12842| 159.00000
Fairfield Inn & Suites by Marriott Mobile|Mobile, AL|30.67135| -88.12819| 100.00000
Homewood Suites by Hilton Mobile I-65/Airport Blvd, AL|Mobile, AL|30.66208| -88.12816| 159.00000
Motel 6 Mobile, AL|Mobile, AL|30.67857| -88.12813|  75.00000
Extend A Suites|Mobile, AL|30.68689| -88.12510|  51.00000
Red Roof Inn Mobile - Midtown|Mobile, AL|30.68778| -88.12458|  75.00000
Wingate by Wyndham Green Bay/Airport|Green Bay, WI|44.49453| -88.12332|  87.00000
Radisson Conference Center Green Bay|Green Bay, WI|44.49726| -88.12233| 109.00000
Mobile Marriott|Mobile, AL|30.67477| -88.11625| 137.00000
Tru by Hilton Mobile|Mobile, AL|30.64704| -88.11557| 116.00000
Baymont by Wyndham Saraland|Mobile, AL|30.80303| -88.10802|  82.00000
Hotel J Green Bay|Green Bay, WI|44.49177| -88.10755|  91.00000
Extended Stay Airport|Green Bay, WI|44.49157| -88.10388|  75.00000
Country Inn & Suites by Radisson, Saraland, AL|Mobile, AL|30.80516| -88.10230|  85.00000
Quality Inn near University of Mobile|Mobile, AL|30.80134| -88.09917|  77.00000
Hampton Inn Green Bay|Green Bay, WI|44.47250| -88.07842|  89.00000
Delta Hotels by Marriott Green Bay|Green Bay, WI|44.47603| -88.07774| 103.00000
Super 8 by Wyndham Green Bay Near Stadium|Green Bay, WI|44.47147| -88.07658|  80.00000
Baymont by Wyndham Green Bay|Green Bay, WI|44.47234| -88.07631|  73.00000
Bay Motel|Green Bay, WI|44.51519| -88.06907|  77.00000
Motel 6 Green Bay, WI|Green Bay, WI|44.53113| -88.06157|  74.00000
Best Western Green Bay Inn Conference Center|Green Bay, WI|44.49878| -88.05316| 128.00000
Aloft Green Bay|Green Bay, WI|44.47840| -88.05258| 107.00000
SpringHill Suites Green Bay|Green Bay, WI|44.49633| -88.05121| 149.00000
Renaissance Milwaukee West Hotel|Milwaukee, WI|43.06066| -88.04681| 166.00000
Sonesta Milwaukee West Wauwatosa|Milwaukee, WI|43.04468| -88.04615| 140.88889
Tundra Lodge|Green Bay, WI|44.49568| -88.04541| 175.00000
The Battle House Renaissance Mobile Hotel & Spa|Mobile, AL|30.69312| -88.04067| 204.00000
Economy Inn|Green Bay, WI|44.49975| -88.04009|  66.00000
Fort Conde Inn|Mobile, AL|30.68697| -88.03987| 173.00000
Renaissance Mobile Riverview Plaza Hotel|Mobile, AL|30.69106| -88.03955| 185.00000
Hawthorn Suites by Wyndham Green Bay|Green Bay, WI|44.48523| -88.02414| 102.00000
Astor House|Green Bay, WI|44.50501| -88.01518| 172.00000
Hampton Inn Green Bay Downtown|Green Bay, WI|44.51840| -88.01276| 140.00000
Hyatt Regency Green Bay|Green Bay, WI|44.51758| -88.01064| 103.00000
Village Inn|Green Bay, WI|44.51320| -88.01060|  89.00000
AmericInn by Wyndham Green Bay East|Green Bay, WI|44.47000| -87.95382| 109.00000
Ambassador Hotel - Milwaukee|Milwaukee, WI|43.03909| -87.94191| 137.00000
Super 8 by Wyndham Green Bay I-43 Bus. Park|Green Bay, WI|44.48638| -87.93742|  87.00000
Potawatomi Hotel & Casino|Milwaukee, WI|43.02965| -87.93487| 248.00000
Econo Lodge Milwaukee Airport|Milwaukee, WI|42.92620| -87.93161|  55.00000
Motel 6 Oak Creek, WI|Milwaukee, WI|42.92948| -87.92910|  52.00000
The Brewhouse Inn & Suites|Milwaukee, WI|43.04606| -87.92468| 207.00000
Days Inn & Suites by Wyndham Milwaukee|Milwaukee, WI|43.05480| -87.91812|  80.00000
Hilton Milwaukee City Center|Milwaukee, WI|43.03831| -87.91795| 137.00000
Motel 6 Milwaukee, WI - Glendale|Milwaukee, WI|43.11640| -87.91727|  58.00000
The Iron Horse Hotel|Milwaukee, WI|43.02760| -87.91725| 207.00000
Hyatt Regency Milwaukee|Milwaukee, WI|43.04090| -87.91502| 128.00000
Marriott Milwaukee Downtown|Milwaukee, WI|43.03904| -87.91422| 166.00000
Aloft Milwaukee Downtown|Milwaukee, WI|43.04615| -87.91400| 134.00000
Hilton Garden Inn Milwaukee Downtown|Milwaukee, WI|43.03781| -87.90812| 114.00000
The Pfister Hotel|Milwaukee, WI|43.03941| -87.90572| 220.00000
The Westin Milwaukee|Milwaukee, WI|43.03723| -87.90199| 186.00000
SpringHill Suites Chicago O'Hare by Marriott|Chicago, IL|41.98511| -87.82988| 115.00000
Edgebrook Motel|Chicago, IL|42.01173| -87.78724| 103.75000
The Shamrock|Chicago, IL|41.77453| -87.76174| 105.00000
Skylark Motel|Chicago, IL|41.79807| -87.74400| 116.00000
Carlton Inn Midway|Chicago, IL|41.80392| -87.72207| 128.00000
Rodeway Inn|Chicago, IL|41.98918| -87.70597|  90.00000
Hilton Orrington / Evanston|Evanston, IL|42.04890| -87.68084| 136.00000
Graduate Evanston|Evanston, IL|42.04651| -87.67714| 146.00000
Hyatt Place Chicago Medical/University District|Chicago, IL|41.87386| -87.67334| 169.00000
Heart O' Chicago|Chicago, IL|41.99042| -87.67239| 115.00000
Hyatt House Chicago Medical/University District|Chicago, IL|41.87385| -87.67201| 179.00000
Hotel Chicago West Loop|Chicago, IL|41.87795| -87.66778| 169.00000
Super 8 by Wyndham Chicago IL|Chicago, IL|42.01420| -87.66475| 110.00000
Hampton Inn Chicago North-Loyola Station|Chicago, IL|42.00225| -87.66125| 149.00000
City Suites Hotel|Chicago, IL|41.93977| -87.65288| 151.00000
Nobu Hotel Chicago|Chicago, IL|41.88473| -87.64949| 384.00000
Best Western Plus Hawthorne Terrace Hotel|Chicago, IL|41.94411| -87.64595| 147.00000
Chicago Getaway Hostel|Chicago, IL|41.92716| -87.64449|  63.00000
Hyatt Place Chicago/Downtown - The Loop|Chicago, IL|41.88274| -87.63563| 187.00000
JW Marriott Chicago|Chicago, IL|41.87907| -87.63301| 408.00000
Ohio House Motel|Chicago, IL|41.89254| -87.63292| 119.00000
Central Loop Hotel|Chicago, IL|41.87925| -87.63111| 180.00000
The Westin Chicago River North|Chicago, IL|41.88820| -87.63003| 467.00000
Viceroy Chicago|Chicago, IL|41.90238| -87.62892| 382.00000
Renaissance Chicago Downtown Hotel|Chicago, IL|41.88633| -87.62846| 413.00000
The Langham, Chicago|Chicago, IL|41.88842| -87.62751| 581.00000
Waldorf Astoria Chicago|Chicago, IL|41.89974| -87.62748| 544.00000
Chicago South Loop Hotel|Chicago, IL|41.84510| -87.62723| 231.00000
Trump International Hotel & Tower Chicago|Chicago, IL|41.88890| -87.62643| 453.00000
The Whitehall Hotel|Chicago, IL|41.89891| -87.62571| 123.34286
River Hotel|Chicago, IL|41.88766| -87.62556| 175.00000
Park Hyatt Chicago|Chicago, IL|41.89724| -87.62527| 581.00000
The Peninsula Chicago|Chicago, IL|41.89620| -87.62515| 763.00000
Omni Chicago Hotel|Chicago, IL|41.89474| -87.62492| 609.00000
Four Seasons Hotel Chicago|Chicago, IL|41.89961| -87.62488| 519.64706
Congress Plaza Hotel|Chicago, IL|41.87491| -87.62482| 234.00000
Hilton Chicago|Chicago, IL|41.87246| -87.62478| 370.88235
Hyatt Regency Chicago|Chicago, IL|41.88745| -87.62284| 309.00000
Millennium Knickerbocker Chicago|Chicago, IL|41.89977| -87.62270| 125.00000
The Ritz-Carlton, Chicago|Chicago, IL|41.89782| -87.62228| 645.00000
Hyatt Regency McCormick Place|Chicago, IL|41.85192| -87.61795| 528.00000
Sophy Hyde Park|Chicago, IL|41.79927| -87.59140| 375.00000
Chicago Lake Shore Hotel|Chicago, IL|41.80561| -87.58553| 128.00000
Hyatt Place Evansville|Evansville, IN|37.96838| -87.57125| 126.00000
DoubleTree by Hilton Evansville|Evansville, IN|37.97093| -87.56674| 127.00000
Baymont by Wyndham Tuscaloosa|Tuscaloosa, AL|33.16590| -87.55321|  88.00000
Hilton Garden Inn Tuscaloosa|Tuscaloosa, AL|33.16880| -87.54941| 154.00000
Courtyard Tuscaloosa by Marriott|Tuscaloosa, AL|33.16943| -87.54904| 146.33333
Hotel Capstone|Tuscaloosa, AL|33.20641| -87.54044| 160.00000
Hampton Inn Evansville/Airport|Evansville, IN|38.03409| -87.53801| 107.00000
Ramada by Wyndham Tuscaloosa|Tuscaloosa, AL|33.16696| -87.52841|  85.00000
La Quinta Inn & Suites by Wyndham Tuscaloosa University|Tuscaloosa, AL|33.17276| -87.52659| 102.00000
Econo Lodge|Tuscaloosa, AL|33.16680| -87.52343|  98.00000
Best Western University Inn|Tuscaloosa, AL|33.17309| -87.52323|  82.00000
Quality Inn Tuscaloosa|Tuscaloosa, AL|33.16551| -87.52318|  78.00000
Days Inn & Suites by Wyndham Tuscaloosa - Univ. of Alabama|Tuscaloosa, AL|33.16751| -87.52142|  81.00000
Microtel Inn & Suites by Wyndham Tuscaloosa/Near University|Tuscaloosa, AL|33.19675| -87.51692|  93.00000
Super 8 by Wyndham Evansville East|Evansville, IN|37.99175| -87.49662|  83.00000
Americas Best Value Inn Evansville|Evansville, IN|37.97386| -87.49098|  91.00000
Howard Johnson by Wyndham Evansville East|Evansville, IN|37.98686| -87.49088|  73.00000
Quality Inn Evansville|Evansville, IN|37.99217| -87.49009|  67.00000
Clarion Inn & Suites|Evansville, IN|37.97799| -87.48350|  70.00000
Rodeway Inn Tuscaloosa near University|Tuscaloosa, AL|33.17237| -87.48121|  81.00000
Econo Lodge Inn & Suites Evansville|Evansville, IN|37.99398| -87.46770|  76.00000
Drury Inn & Suites Evansville East|Evansville, IN|37.97774| -87.46339| 114.00000
Home2 Suites by Hilton Evansville|Evansville, IN|37.97268| -87.45685| 107.00000
Hilton Garden Inn Evansville|Evansville, IN|37.97484| -87.45621| 116.00000
Courtyard by Marriott Evansville East|Evansville, IN|37.97269| -87.45517| 125.00000
Hampton Inn Evansville|Evansville, IN|37.97558| -87.45499| 100.00000
Country Inn & Suites by Radisson, Evansville, IN|Evansville, IN|37.97969| -87.45484| 124.00000
Residence Inn by Marriott Evansville East|Evansville, IN|37.97275| -87.45336| 114.00000
Comfort Inn East|Evansville, IN|37.97284| -87.45110|  77.00000
Microtel Inn & Suites by Wyndham Tuscaloosa East|Tuscaloosa, AL|33.17385| -87.45072|  92.00000
Hampton Inn Terre Haute|Terre Haute, IN|39.42934| -87.41553| 114.00000
Red Carpet Inn Terre Haute|Terre Haute, IN|39.48678| -87.41364|  60.00000
Pear Tree Inn Terre Haute|Terre Haute, IN|39.43214| -87.41272|  72.00000
Drury Inn & Suites Terre Haute|Terre Haute, IN|39.43288| -87.41270| 109.00000
Hilton Garden Inn Terre Haute|Terre Haute, IN|39.46670| -87.40658| 175.00000
Home2 Suites by Hilton Terre Haute|Terre Haute, IN|39.43485| -87.33595| 161.00000
Comfort Suites|Clarksville, TN|36.59634| -87.28989|  97.00000
Courtyard by Marriott Clarksville|Clarksville, TN|36.59824| -87.28976| 136.00000
Rodeway Inn & Suites|Clarksville, TN|36.59807| -87.28731|  59.00000
Motel 6 Clarksville, TN|Clarksville, TN|36.59681| -87.28711|  70.00000
Home2 Suites by Hilton Clarksville/Ft. Campbell|Clarksville, TN|36.59312| -87.28633| 154.00000
Quality Inn Exit 4|Clarksville, TN|36.59728| -87.28427|  99.00000
Sleep Inn & Suites|Clarksville, TN|36.60328| -87.28351|  91.00000
Red Roof Inn Clarksville|Clarksville, TN|36.59701| -87.28241|  77.00000
Microtel Inn & Suites by Wyndham Clarksville|Clarksville, TN|36.59625| -87.28112|  75.00000
La Quinta Inn & Suites by Wyndham Clarksville|Clarksville, TN|36.59591| -87.28042| 115.00000
Hilton Garden Inn Clarksville|Clarksville, TN|36.60025| -87.27938| 129.00000
Days Inn by Wyndham Clarksville TN|Clarksville, TN|36.52449| -87.22875|  64.00000
Baymont by Wyndham Clarksville|Clarksville, TN|36.52512| -87.22672|  75.00000
Quality Inn|Clarksville, TN|36.52322| -87.22502|  70.00000
Four Points by Sheraton West Lafayette|West Lafayette, IN|40.45991| -86.93610| 110.00000
Prestige Inn West Lafayette|West Lafayette, IN|40.45293| -86.92583|  76.00000
Hampton Inn Lafayette|West Lafayette, IN|40.41969| -86.90115| 113.00000
Renaissance Birmingham Ross Bridge Golf Resort & Spa|Birmingham, AL|33.39271| -86.88082| 206.00000
Days Inn by Wyndham Birmingham/West|Birmingham, AL|33.52197| -86.85088|  79.00000
W Nashville|Nashville, TN|36.15895| -86.84639| 364.00000
Motel 6 Birmingham, AL|Birmingham, AL|33.46684| -86.82755|  72.00000
Econo Lodge|Birmingham, AL|33.46155| -86.82712|  78.50000
Econo Lodge Oxmoor|Birmingham, AL|33.46155| -86.82712|  61.00000
Drury Inn & Suites Birmingham Lakeshore Drive|Birmingham, AL|33.45037| -86.82347| 124.00000
Courtyard by Marriott Nashville Green Hills|Nashville, TN|36.10918| -86.81967| 128.50000
Hilton Nashville Green Hills|Nashville, TN|36.10958| -86.81831| 186.00000
Sheraton Birmingham Hotel|Birmingham, AL|33.52418| -86.80997| 237.00000
The Westin Birmingham|Birmingham, AL|33.52545| -86.80852| 232.00000
Homewood Suites by Hilton Nashville Vanderbilt, TN|Nashville, TN|36.14805| -86.80744| 168.00000
Hampton Inn & Suites Nashville-Vanderbilt-Elliston Place|Nashville, TN|36.14946| -86.80703| 153.00000
Hilton Garden Inn Downtown Birmingham|Birmingham, AL|33.50894| -86.80680| 162.00000
Marriott Birmingham|Birmingham, AL|33.50758| -86.80335| 178.00000
Loews Vanderbilt Hotel|Nashville, TN|36.15066| -86.80216| 188.00000
Graduate Nashville|Nashville, TN|36.15155| -86.79988| 226.00000
Moxy Nashville Vanderbilt Area|Nashville, TN|36.13630| -86.79908| 136.00000
Hilton Birmingham Downtown at UAB|Birmingham, AL|33.50385| -86.79906| 167.00000
Hampton Inn Nashville/Vanderbilt|Nashville, TN|36.15119| -86.79870| 153.00000
TownePlace Suites by Marriott Nashville Midtown|Nashville, TN|36.16021| -86.79563| 149.00000
Best Western Plus Music Row|Nashville, TN|36.15130| -86.78909| 152.00000
Grand Hyatt Nashville|Nashville, TN|36.15834| -86.78497| 302.00000
Sheraton Grand Nashville Downtown|Nashville, TN|36.16337| -86.78309| 205.00000
DoubleTree by Hilton Hotel Nashville Downtown|Nashville, TN|36.16547| -86.78054| 195.00000
Econo Lodge|Nashville, TN|36.20485| -86.77835|  95.00000
Omni Nashville Hotel|Nashville, TN|36.15748| -86.77565| 276.00000
Knights Inn Nashville|Nashville, TN|36.17651| -86.77565|  81.00000
Hyatt Place Nashville Downtown|Nashville, TN|36.15843| -86.77435| 214.00000
Clarion Hotel Nashville Downtown - Stadium|Nashville, TN|36.17484| -86.77378| 188.00000
Hampton Inn Birmingham/Mountain Brook|Birmingham, AL|33.48068| -86.77373| 123.00000
La Quinta Inn & Suites by Wyndham Nashville Downtown / Stadium|Nashville, TN|36.16775| -86.76624| 210.00000
BentoLiving Chestnut Hill|Nashville, TN|36.14211| -86.76380| 143.00000
Ramada by Wyndham Birmingham Airport|Birmingham, AL|33.54758| -86.75828|  75.00000
Days Inn by Wyndham Nashville Airport|Nashville, TN|36.13446| -86.72459|  95.00000
Rodeway Inn|Nashville, TN|36.13232| -86.72078|  63.00000
Conrad Nashville|Nashville, TN|36.17803| -86.71999| 435.00000
Quality Inn & Suites Birmingham - Highway 280|Birmingham, AL|33.42714| -86.70865|  81.00000
Quality Inn Opryland Area|Nashville, TN|36.22526| -86.69636|  97.00000
Gaylord Opryland Resort & Convention Center|Nashville, TN|36.21164| -86.69465| 393.00000
Sonesta Nashville Airport|Nashville, TN|36.14608| -86.69307| 139.00000
SpringHill Suites Huntsville West/Research Park|Huntsville, AL|34.75300| -86.69288| 139.00000
Quality Inn Airport - Southeast|Birmingham, AL|33.53316| -86.69097|  74.00000
Home2 Suites by Hilton Huntsville/Research Park Area, AL|Huntsville, AL|34.70963| -86.67781| 118.00000
The Westin Huntsville|Huntsville, AL|34.71824| -86.67246| 204.00000
Element Huntsville|Huntsville, AL|34.71847| -86.67246| 202.00000
The Beaumont House|Bloomington, IN|39.16923| -86.66535| 314.00000
Comfort Inn Huntsville near University|Huntsville, AL|34.73507| -86.65123| 112.00000
Sleep Inn & Suites Huntsville near U.S. Space & Rocket Center|Huntsville, AL|34.73595| -86.65119| 110.00000
Courtyard by Marriott Huntsville University Drive|Huntsville, AL|34.73776| -86.64982| 105.00000
Hilton Garden Inn Huntsville/Space Center|Huntsville, AL|34.71536| -86.63886| 129.00000
Bama Inn|Huntsville, AL|34.73595| -86.61939|  59.00000
Embassy Suites by Hilton Huntsville|Huntsville, AL|34.72495| -86.59004| 157.00000
La Quinta Inn & Suites by Wyndham Bloomington|Bloomington, IN|39.16659| -86.57700|  98.00000
Homewood Suites by Hilton Bloomington|Bloomington, IN|39.15559| -86.57443| 139.00000
Wampler House|Bloomington, IN|39.11223| -86.53932| 167.00000
Hyatt Place Bloomington|Bloomington, IN|39.16609| -86.53581| 123.00000
SpringHill Suites by Marriott Bloomington|Bloomington, IN|39.17063| -86.53550| 144.00000
Courtyard by Marriott Bloomington|Bloomington, IN|39.16376| -86.53538| 113.00000
Hilton Garden Inn Bloomington|Bloomington, IN|39.16808| -86.53515| 123.00000
Hampton Inn Bloomington|Bloomington, IN|39.18527| -86.53352| 110.00000
Home2 Suites by Hilton Bloomington|Bloomington, IN|39.17988| -86.53321| 136.00000
Showers Inn|Bloomington, IN|39.17032| -86.53208| 156.00000
Graduate Bloomington|Bloomington, IN|39.16628| -86.53161| 122.00000
