league|id|time|date|city|title|full|venue|ven_id|score|lat|long|t1|t2|t3|t4|low|med|high|name|xname
mlb|5789652|06:40 pm|2023-08-30|Miami, FL|Rays at Marlins|Tampa Bay Rays at Miami Marlins|loanDepot park|  6371|0.437|25.7617| -80.1918|Miami Marlins|Tampa Bay Rays|NA|NA| 11|  28|  1004|MLB|MLB Baseball
mlb|5788141|07:05 pm|2023-09-08|Washington, DC|Dodgers at Nationals|Los Angeles Dodgers at Washington Nationals|Nationals Park|  3713|0.585|38.8719| -77.0093|Washington Nationals|Los Angeles Dodgers|NA|NA| 25|  77|   454|MLB|MLB Baseball
mlb|5788061|07:05 pm|2023-08-11|Washington, DC|Athletics at Nationals|Oakland Athletics at Washington Nationals|Nationals Park|  3713|0.629|38.8719| -77.0093|Washington Nationals|Oakland Athletics|NA|NA| 22|  72|   464|MLB|MLB Baseball
mlb|5785994|07:05 pm|2023-08-15|Arlington, TX|Angels at Rangers|Los Angeles Angels at Texas Rangers|Globe Life Field|487468|0.629|32.7472| -97.0838|Texas Rangers|Los Angeles Angels|NA|NA| 14|  44|  9407|MLB|MLB Baseball
mlb|5786857|01:10 pm|2023-08-16|Denver, CO|Diamondbacks at Rockies|Arizona Diamondbacks at Colorado Rockies|Coors Field|     7|0.522|39.7557|-104.9940|Colorado Rockies|Arizona Diamondbacks|NA|NA|  9|  86|   558|MLB|MLB Baseball
mlb|5785426|07:10 pm|2023-09-01|Flushing, NY|Mariners at Mets|Seattle Mariners at New York Mets|Citi Field|     3|0.582|40.7564| -73.8459|New York Mets|Seattle Mariners|NA|NA| 12|  45|  1204|MLB|MLB Baseball
mlb|5788876|06:40 pm|2023-08-08|Detroit, MI|Twins at Tigers|Minnesota Twins at Detroit Tigers|Comerica Park|    12|0.581|42.3390| -83.0485|Detroit Tigers|Minnesota Twins|NA|NA| 15|  57|   275|MLB|MLB Baseball
mlb|5788498|06:10 pm|2023-08-26|Milwaukee, WI|Padres at Brewers|San Diego Padres at Milwaukee Brewers|American Family Field|    15|0.617|43.0296| -87.9725|Milwaukee Brewers|San Diego Padres|NA|NA| 22|  79| 12724|MLB|MLB Baseball
mlb|5789604|06:40 pm|2023-08-02|Miami, FL|Phillies at Marlins|Philadelphia Phillies at Miami Marlins|loanDepot park|  6371|0.628|25.7617| -80.1918|Miami Marlins|Philadelphia Phillies|NA|NA| 10|  34|   344|MLB|MLB Baseball
mlb|5787116|01:10 pm|2023-08-27|Seattle, WA|Royals at Mariners|Kansas City Royals at Seattle Mariners|T-Mobile Park|    13|0.578|47.5914|-122.3330|Seattle Mariners|Kansas City Royals|NA|NA| 25|  77|   571|MLB|MLB Baseball
mlb|5785354|07:10 pm|2023-08-30|Los Angeles, CA|Diamondbacks at Dodgers|Arizona Diamondbacks at Los Angeles Dodgers|Dodger Stadium|     1|0.628|34.0718|-118.2460|Los Angeles Dodgers|Arizona Diamondbacks|NA|NA| 36| 105|  1761|MLB|MLB Baseball
mlb|5788486|07:10 pm|2023-08-07|Milwaukee, WI|Rockies at Brewers|Colorado Rockies at Milwaukee Brewers|American Family Field|    15|0.578|43.0296| -87.9725|Milwaukee Brewers|Colorado Rockies|NA|NA| 13|  41| 12724|MLB|MLB Baseball
mlb|5785432|07:10 pm|2023-09-02|Flushing, NY|Mariners at Mets|Seattle Mariners at New York Mets|Citi Field|     3|0.578|40.7564| -73.8459|New York Mets|Seattle Mariners|NA|NA| 11|  47| 12364|MLB|MLB Baseball
mlb|5787612|01:10 pm|2023-09-03|Phoenix, AZ|Orioles at Diamondbacks|Baltimore Orioles at Arizona Diamondbacks|Chase Field|    30|0.517|33.4453|-112.0670|Arizona Diamondbacks|Baltimore Orioles|NA|NA| 26| 103|   364|MLB|MLB Baseball
mlb|5786256|06:40 pm|2023-08-15|San Diego, CA|Orioles at Padres|Baltimore Orioles at San Diego Padres|Petco Park|    24|0.627|32.7076|-117.1570|San Diego Padres|Baltimore Orioles|NA|NA| 25|  56|   982|MLB|MLB Baseball
mlb|5787624|06:40 pm|2023-09-05|Phoenix, AZ|Rockies at Diamondbacks|Colorado Rockies at Arizona Diamondbacks|Chase Field|    30|0.410|33.4453|-112.0670|Arizona Diamondbacks|Colorado Rockies|NA|NA| 21|  91|   350|MLB|MLB Baseball
mlb|5787468|06:40 pm|2023-08-21|Philadelphia, PA|Giants at Phillies|San Francisco Giants at Philadelphia Phillies|Citizens Bank Park|    18|0.627|39.9055| -75.1666|Philadelphia Phillies|San Francisco Giants|NA|NA| 24|  69|   671|MLB|MLB Baseball
mlb|5789324|06:40 pm|2023-08-07|Oakland, CA|Rangers at Athletics|Texas Rangers at Oakland Athletics|Oakland Coliseum|    14|0.574|37.7514|-122.2010|Oakland Athletics|Texas Rangers|NA|NA| 14|  50|   293|MLB|MLB Baseball
mlb|5789338|07:10 pm|2023-08-02|Kansas City, MO|Mets at Royals|New York Mets at Kansas City Royals|Kauffman Stadium|  3714|0.627|39.0515| -94.4803|Kansas City Royals|New York Mets|NA|NA| 15|  54|116812|MLB|MLB Baseball
mlb|5786282|01:10 pm|2023-08-20|San Diego, CA|Diamondbacks at Padres|Arizona Diamondbacks at San Diego Padres|Petco Park|    24|0.626|32.7076|-117.1570|San Diego Padres|Arizona Diamondbacks|NA|NA| 32|  63|  3605|MLB|MLB Baseball
mlb|5787256|01:10 pm|2023-08-13|Chicago, IL|Brewers at White Sox|Milwaukee Brewers at Chicago White Sox|Guaranteed Rate Field|  3715|0.625|41.8299| -87.6338|Chicago White Sox|Milwaukee Brewers|NA|NA| 14| 132|118792|MLB|MLB Baseball
mlb|5789642|06:40 pm|2023-08-16|Miami, FL|Astros at Marlins|Houston Astros at Miami Marlins|loanDepot park|  6371|0.510|25.7617| -80.1918|Miami Marlins|Houston Astros|NA|NA| 11|  37|  1004|MLB|MLB Baseball
mlb|5786512|12:45 pm|2023-08-30|San Francisco, CA|Reds at Giants|Cincinnati Reds at San Francisco Giants|Oracle Park|    22|0.572|37.7786|-122.3890|San Francisco Giants|Cincinnati Reds|NA|NA| 17|  72|   721|MLB|MLB Baseball
mlb|5789330|07:10 pm|2023-08-01|Kansas City, MO|Mets at Royals|New York Mets at Kansas City Royals|Kauffman Stadium|  3714|0.625|39.0515| -94.4803|Kansas City Royals|New York Mets|NA|NA| 18|  53|   400|MLB|MLB Baseball
mlb|5789586|07:10 pm|2023-08-22|Cleveland, OH|Dodgers at Guardians|Los Angeles Dodgers at Cleveland Guardians|Progressive Field|     6|0.571|41.4962| -81.6852|Cleveland Guardians|Los Angeles Dodgers|NA|NA| 43| 109|   350|MLB|MLB Baseball
mlb|5786242|07:10 pm|2023-08-29|Boston, MA|Astros at Red Sox|Houston Astros at Boston Red Sox|Fenway Park|    21|0.624|42.3456| -71.0983|Boston Red Sox|Houston Astros|NA|NA| 30|  76|  1804|MLB|MLB Baseball
mlb|5789434|06:10 pm|2023-09-02|Kansas City, MO|Red Sox at Royals|Boston Red Sox at Kansas City Royals|Kauffman Stadium|  3714|0.570|39.0515| -94.4803|Kansas City Royals|Boston Red Sox|NA|NA| 22|  93|   859|MLB|MLB Baseball
mlb|5785400|07:10 pm|2023-08-28|Flushing, NY|Rangers at Mets|Texas Rangers at New York Mets|Citi Field|     3|0.553|40.7564| -73.8459|New York Mets|Texas Rangers|NA|NA|  9|  34|  1204|MLB|MLB Baseball
mlb|5785046|07:05 pm|2023-08-28|Chicago, IL|Brewers at Cubs|Milwaukee Brewers at Chicago Cubs|Wrigley Field|    11|0.610|41.9475| -87.6562|Chicago Cubs|Milwaukee Brewers|NA|NA| 15|  61|  6665|MLB|MLB Baseball
mlb|5787606|06:40 pm|2023-09-01|Phoenix, AZ|Orioles at Diamondbacks|Baltimore Orioles at Arizona Diamondbacks|Chase Field|    30|0.569|33.4453|-112.0670|Arizona Diamondbacks|Baltimore Orioles|NA|NA| 20| 100|   364|MLB|MLB Baseball
mlb|5788910|01:40 pm|2023-08-20|Cincinnati, OH|Blue Jays at Reds|Toronto Blue Jays at Cincinnati Reds|Great American Ball Park|    26|0.622|39.0974| -84.5071|Cincinnati Reds|Toronto Blue Jays|NA|NA| 21|  55|   472|MLB|MLB Baseball
mlb|5786322|06:40 pm|2023-09-01|San Diego, CA|Giants at Padres|San Francisco Giants at San Diego Padres|Petco Park|    24|0.622|32.7076|-117.1570|San Diego Padres|San Francisco Giants|NA|NA| 42|  73|  1155|MLB|MLB Baseball
mlb|5788367|06:10 pm|2023-08-19|Minneapolis, MN|Pirates at Twins|Pittsburgh Pirates at Minnesota Twins|Target Field|  3712|0.606|44.9817| -93.2776|Minnesota Twins|Pittsburgh Pirates|NA|NA| 21|  68|   586|MLB|MLB Baseball
mlb|5788322|01:35 pm|2023-08-13|Pittsburgh, PA|Reds at Pirates|Cincinnati Reds at Pittsburgh Pirates|PNC Park|    10|0.622|40.4472| -80.0064|Pittsburgh Pirates|Cincinnati Reds|NA|NA| 33|  64|   671|MLB|MLB Baseball
mlb|5788512|12:05 pm|2023-09-03|Milwaukee, WI|Phillies at Brewers|Philadelphia Phillies at Milwaukee Brewers|American Family Field|    15|0.503|43.0296| -87.9725|Milwaukee Brewers|Philadelphia Phillies|NA|NA| 21|  57| 12724|MLB|MLB Baseball
mlb|5787991|07:05 pm|2023-08-25|Baltimore, MD|Rockies at Orioles|Colorado Rockies at Baltimore Orioles|Oriole Park at Camden Yards|    25|0.566|39.2840| -76.6199|Baltimore Orioles|Colorado Rockies|NA|NA| 32|  71|   365|MLB|MLB Baseball
mlb|5785696|07:10 pm|2023-09-08|Houston, TX|Padres at Astros|San Diego Padres at Houston Astros|Minute Maid Park|    20|0.621|29.7562| -95.3557|Houston Astros|San Diego Padres|NA|NA| 39| 109|  1002|MLB|MLB Baseball
mlb|5788904|01:10 pm|2023-08-23|Detroit, MI|Cubs at Tigers|Chicago Cubs at Detroit Tigers|Comerica Park|    12|0.565|42.3390| -83.0485|Detroit Tigers|Chicago Cubs|NA|NA| 24|  61|   455|MLB|MLB Baseball
mlb|5785312|07:10 pm|2023-08-17|Los Angeles, CA|Brewers at Dodgers|Milwaukee Brewers at Los Angeles Dodgers|Dodger Stadium|     1|0.620|34.0718|-118.2460|Los Angeles Dodgers|Milwaukee Brewers|NA|NA| 26|  72|  1761|MLB|MLB Baseball
mlb|5786020|06:15 pm|2023-09-02|Arlington, TX|Twins at Rangers|Minnesota Twins at Texas Rangers|Globe Life Field|487468|0.620|32.7472| -97.0838|Texas Rangers|Minnesota Twins|NA|NA| 30|  76|  9407|MLB|MLB Baseball
mlb|5786727|01:07 pm|2023-08-23|Anaheim, CA|Reds at Angels|Cincinnati Reds at Los Angeles Angels|Angel Stadium of Anaheim|    28|0.563|33.8003|-117.8830|Los Angeles Angels|Cincinnati Reds|NA|NA|  8|  28|  1004|MLB|MLB Baseball
mlb|5786074|07:20 pm|2023-09-07|Atlanta, GA|Cardinals at Braves|St. Louis Cardinals at Atlanta Braves|Truist Park|418889|0.619|33.8897| -84.4654|Atlanta Braves|St. Louis Cardinals|NA|NA| 25|  79|   742|MLB|MLB Baseball
mlb|5789594|06:40 pm|2023-07-31|Miami, FL|Phillies at Marlins|Philadelphia Phillies at Miami Marlins|loanDepot park|  6371|0.619|25.7617| -80.1918|Miami Marlins|Philadelphia Phillies|NA|NA| 10|  31|   824|MLB|MLB Baseball
mlb|5789638|06:40 pm|2023-08-14|Miami, FL|Astros at Marlins|Houston Astros at Miami Marlins|loanDepot park|  6371|0.562|25.7617| -80.1918|Miami Marlins|Houston Astros|NA|NA| 11|  35|  1004|MLB|MLB Baseball
mlb|5786907|07:15 pm|2023-08-18|St. Louis, MO|Mets at Cardinals|New York Mets at St. Louis Cardinals|Busch Stadium|    27|0.617|38.6226| -90.1928|St. Louis Cardinals|New York Mets|NA|NA| 19|  57|   665|MLB|MLB Baseball
mlb|5785364|07:10 pm|2023-08-31|Los Angeles, CA|Braves at Dodgers|Atlanta Braves at Los Angeles Dodgers|Dodger Stadium|     1|0.599|34.0718|-118.2460|Los Angeles Dodgers|Atlanta Braves|NA|NA| 37| 110|  1649|MLB|MLB Baseball
mlb|5786462|06:45 pm|2023-08-15|San Francisco, CA|Rays at Giants|Tampa Bay Rays at San Francisco Giants|Oracle Park|    22|0.599|37.7786|-122.3890|San Francisco Giants|Tampa Bay Rays|NA|NA| 15|  51|  1205|MLB|MLB Baseball
mlb|5785058|06:40 pm|2023-09-05|Chicago, IL|Giants at Cubs|San Francisco Giants at Chicago Cubs|Wrigley Field|    11|0.539|41.9475| -87.6562|Chicago Cubs|San Francisco Giants|NA|NA| 14|  48|  6665|MLB|MLB Baseball
mlb|5788349|07:05 pm|2023-08-25|Pittsburgh, PA|Cubs at Pirates|Chicago Cubs at Pittsburgh Pirates|PNC Park|    10|0.561|40.4472| -80.0064|Pittsburgh Pirates|Chicago Cubs|NA|NA| 24|  72|  3605|MLB|MLB Baseball
mlb|5788892|06:40 pm|2023-08-21|Detroit, MI|Cubs at Tigers|Chicago Cubs at Detroit Tigers|Comerica Park|    12|0.560|42.3390| -83.0485|Detroit Tigers|Chicago Cubs|NA|NA| 23|  54|   455|MLB|MLB Baseball
mlb|5787598|01:10 pm|2023-08-27|Phoenix, AZ|Reds at Diamondbacks|Cincinnati Reds at Arizona Diamondbacks|Chase Field|    30|0.560|33.4453|-112.0670|Arizona Diamondbacks|Cincinnati Reds|NA|NA| 21| 100|   364|MLB|MLB Baseball
mlb|5787110|01:10 pm|2023-08-26|Seattle, WA|Royals at Mariners|Kansas City Royals at Seattle Mariners|T-Mobile Park|    13|0.615|47.5914|-122.3330|Seattle Mariners|Kansas City Royals|NA|NA| 18|  72|   580|MLB|MLB Baseball
mlb|5786307|01:10 pm|2023-08-23|San Diego, CA|Marlins at Padres|Miami Marlins at San Diego Padres|Petco Park|    24|0.558|32.7076|-117.1570|San Diego Padres|Miami Marlins|NA|NA| 20|  55|  3605|MLB|MLB Baseball
mlb|5785440|01:40 pm|2023-09-03|Flushing, NY|Mariners at Mets|Seattle Mariners at New York Mets|Citi Field|     3|0.614|40.7564| -73.8459|New York Mets|Seattle Mariners|NA|NA| 15|  46| 12364|MLB|MLB Baseball
mlb|5788956|04:10 pm|2023-09-04|Cincinnati, OH|Mariners at Reds|Seattle Mariners at Cincinnati Reds|Great American Ball Park|    26|0.557|39.0974| -84.5071|Cincinnati Reds|Seattle Mariners|NA|NA| 21|  47|   388|MLB|MLB Baseball
mlb|5788976|06:40 pm|2023-09-08|Cincinnati, OH|Cardinals at Reds|St. Louis Cardinals at Cincinnati Reds|Great American Ball Park|    26|0.557|39.0974| -84.5071|Cincinnati Reds|St. Louis Cardinals|NA|NA| 26|  59|   329|MLB|MLB Baseball
mlb|5788405|06:40 pm|2023-08-29|Minneapolis, MN|Guardians at Twins|Cleveland Guardians at Minnesota Twins|Target Field|  3712|0.489|44.9817| -93.2776|Minnesota Twins|Cleveland Guardians|NA|NA| 16|  62|   472|MLB|MLB Baseball
mlb|5787520|01:05 pm|2023-08-30|Philadelphia, PA|Angels at Phillies|Los Angeles Angels at Philadelphia Phillies|Citizens Bank Park|    18|0.613|39.9055| -75.1666|Philadelphia Phillies|Los Angeles Angels|NA|NA| 23|  61|  2305|MLB|MLB Baseball
mlb|5787260|07:10 pm|2023-08-21|Chicago, IL|Mariners at White Sox|Seattle Mariners at Chicago White Sox|Guaranteed Rate Field|  3715|0.535|41.8299| -87.6338|Chicago White Sox|Seattle Mariners|NA|NA|  9|  96|  1289|MLB|MLB Baseball
mlb|5787576|06:40 pm|2023-08-21|Phoenix, AZ|Rangers at Diamondbacks|Texas Rangers at Arizona Diamondbacks|Chase Field|    30|0.594|33.4453|-112.0670|Arizona Diamondbacks|Texas Rangers|NA|NA| 22|  91|   327|MLB|MLB Baseball
mlb|5788013|07:05 pm|2023-08-29|Baltimore, MD|White Sox at Orioles|Chicago White Sox at Baltimore Orioles|Oriole Park at Camden Yards|    25|0.456|39.2840| -76.6199|Baltimore Orioles|Chicago White Sox|NA|NA| 15|  46|   365|MLB|MLB Baseball
mlb|5788952|06:40 pm|2023-08-30|Detroit, MI|Yankees at Tigers|New York Yankees at Detroit Tigers|Comerica Park|    12|0.482|42.3390| -83.0485|Detroit Tigers|New York Yankees|NA|NA| 18|  91|   364|MLB|MLB Baseball
mlb|5787492|07:05 pm|2023-08-25|Philadelphia, PA|Cardinals at Phillies|St. Louis Cardinals at Philadelphia Phillies|Citizens Bank Park|    18|0.611|39.9055| -75.1666|Philadelphia Phillies|St. Louis Cardinals|NA|NA| 28|  77|   695|MLB|MLB Baseball
mlb|5787787|06:40 pm|2023-08-10|Saint Petersburg, FL|Cardinals at Rays|St. Louis Cardinals at Tampa Bay Rays|Tropicana Field|     4|0.611|27.7682| -82.6534|Tampa Bay Rays|St. Louis Cardinals|NA|NA| 42|  95|  1155|MLB|MLB Baseball
mlb|5786719|06:38 pm|2023-08-21|Anaheim, CA|Reds at Angels|Cincinnati Reds at Los Angeles Angels|Angel Stadium of Anaheim|    28|0.611|33.8003|-117.8830|Los Angeles Angels|Cincinnati Reds|NA|NA| 10|  29|  3845|MLB|MLB Baseball
mlb|5785558|07:05 pm|2023-08-23|Bronx, NY|Nationals at Yankees|Washington Nationals at New York Yankees|Yankee Stadium|     8|0.611|40.8296| -73.9262|New York Yankees|Washington Nationals|NA|NA| 12|  55| 12004|MLB|MLB Baseball
mlb|5789592|01:10 pm|2023-08-24|Cleveland, OH|Dodgers at Guardians|Los Angeles Dodgers at Cleveland Guardians|Progressive Field|     6|0.611|41.4962| -81.6852|Cleveland Guardians|Los Angeles Dodgers|NA|NA| 33| 113|   257|MLB|MLB Baseball
mlb|5789374|06:40 pm|2023-09-01|Oakland, CA|Angels at Athletics|Los Angeles Angels at Oakland Athletics|Oakland Coliseum|    14|0.528|37.7514|-122.2010|Oakland Athletics|Los Angeles Angels|NA|NA| 25|  84|   580|MLB|MLB Baseball
mlb|5789340|06:40 pm|2023-08-18|Oakland, CA|Orioles at Athletics|Baltimore Orioles at Oakland Athletics|Oakland Coliseum|    14|0.528|37.7514|-122.2010|Oakland Athletics|Baltimore Orioles|NA|NA| 27|  72|   275|MLB|MLB Baseball
mlb|5785341|07:10 pm|2023-08-28|Los Angeles, CA|Diamondbacks at Dodgers|Arizona Diamondbacks at Los Angeles Dodgers|Dodger Stadium|     1|0.570|34.0718|-118.2460|Los Angeles Dodgers|Arizona Diamondbacks|NA|NA| 31|  94|  1761|MLB|MLB Baseball
mlb|5788371|01:10 pm|2023-08-20|Minneapolis, MN|Pirates at Twins|Pittsburgh Pirates at Minnesota Twins|Target Field|  3712|0.552|44.9817| -93.2776|Minnesota Twins|Pittsburgh Pirates|NA|NA| 18|  67|   537|MLB|MLB Baseball
mlb|5788970|01:37 pm|2023-08-27|Toronto, Canada|Guardians at Blue Jays|Cleveland Guardians at Toronto Blue Jays|Rogers Centre|    17|0.552|43.6422| -79.3909|Toronto Blue Jays|Cleveland Guardians|NA|NA| 19|  76|  4036|MLB|MLB Baseball
mlb|5786883|06:40 pm|2023-08-29|Denver, CO|Braves at Rockies|Atlanta Braves at Colorado Rockies|Coors Field|     7|0.589|39.7557|-104.9940|Colorado Rockies|Atlanta Braves|NA|NA| 11|  77|   558|MLB|MLB Baseball
mlb|5788948|06:40 pm|2023-08-29|Detroit, MI|Yankees at Tigers|New York Yankees at Detroit Tigers|Comerica Park|    12|0.527|42.3390| -83.0485|Detroit Tigers|New York Yankees|NA|NA| 16|  89|   665|MLB|MLB Baseball
mlb|5789588|07:10 pm|2023-08-23|Cleveland, OH|Dodgers at Guardians|Los Angeles Dodgers at Cleveland Guardians|Progressive Field|     6|0.604|41.4962| -81.6852|Cleveland Guardians|Los Angeles Dodgers|NA|NA| 44| 107|   350|MLB|MLB Baseball
mlb|5787106|07:10 pm|2023-08-25|Seattle, WA|Royals at Mariners|Kansas City Royals at Seattle Mariners|T-Mobile Park|    13|0.603|47.5914|-122.3330|Seattle Mariners|Kansas City Royals|NA|NA| 23|  72|   571|MLB|MLB Baseball
mlb|5788488|07:10 pm|2023-08-08|Milwaukee, WI|Rockies at Brewers|Colorado Rockies at Milwaukee Brewers|American Family Field|    15|0.546|43.0296| -87.9725|Milwaukee Brewers|Colorado Rockies|NA|NA| 12|  40| 12724|MLB|MLB Baseball
mlb|5785303|07:10 pm|2023-08-15|Los Angeles, CA|Brewers at Dodgers|Milwaukee Brewers at Los Angeles Dodgers|Dodger Stadium|     1|0.602|34.0718|-118.2460|Los Angeles Dodgers|Milwaukee Brewers|NA|NA| 26|  72|  1761|MLB|MLB Baseball
mlb|5789328|06:40 pm|2023-08-08|Oakland, CA|Rangers at Athletics|Texas Rangers at Oakland Athletics|Oakland Coliseum|    14|0.544|37.7514|-122.2010|Oakland Athletics|Texas Rangers|NA|NA| 13|  60|   275|MLB|MLB Baseball
mlb|5787580|06:40 pm|2023-08-22|Phoenix, AZ|Rangers at Diamondbacks|Texas Rangers at Arizona Diamondbacks|Chase Field|    30|0.544|33.4453|-112.0670|Arizona Diamondbacks|Texas Rangers|NA|NA| 18|  91|   465|MLB|MLB Baseball
mlb|5786745|06:38 pm|2023-09-06|Anaheim, CA|Orioles at Angels|Baltimore Orioles at Los Angeles Angels|Angel Stadium of Anaheim|    28|0.524|33.8003|-117.8830|Los Angeles Angels|Baltimore Orioles|NA|NA|  9|  26|  4205|MLB|MLB Baseball
mlb|5787274|06:10 pm|2023-08-26|Chicago, IL|Athletics at White Sox|Oakland Athletics at Chicago White Sox|Guaranteed Rate Field|  3715|0.543|41.8299| -87.6338|Chicago White Sox|Oakland Athletics|NA|NA| 16| 123|   663|MLB|MLB Baseball
mlb|5788986|03:07 pm|2023-08-30|Toronto, Canada|Nationals at Blue Jays|Washington Nationals at Toronto Blue Jays|Rogers Centre|    17|0.523|43.6422| -79.3909|Toronto Blue Jays|Washington Nationals|NA|NA| 19|  61|  5044|MLB|MLB Baseball
mlb|5787827|04:10 pm|2023-09-04|Saint Petersburg, FL|Red Sox at Rays|Boston Red Sox at Tampa Bay Rays|Tropicana Field|     4|0.600|27.7682| -82.6534|Tampa Bay Rays|Boston Red Sox|NA|NA| 43| 107|   695|MLB|MLB Baseball
mlb|5787837|06:40 pm|2023-09-06|Saint Petersburg, FL|Red Sox at Rays|Boston Red Sox at Tampa Bay Rays|Tropicana Field|     4|0.466|27.7682| -82.6534|Tampa Bay Rays|Boston Red Sox|NA|NA| 42|  99|  1684|MLB|MLB Baseball
mlb|5789082|06:40 pm|2023-09-08|Detroit, MI|White Sox at Tigers|Chicago White Sox at Detroit Tigers|Comerica Park|    12|0.436|42.3390| -83.0485|Detroit Tigers|Chicago White Sox|NA|NA| 16|  72|   317|MLB|MLB Baseball
mlb|5789390|07:10 pm|2023-08-15|Kansas City, MO|Mariners at Royals|Seattle Mariners at Kansas City Royals|Kauffman Stadium|  3714|0.522|39.0515| -94.4803|Kansas City Royals|Seattle Mariners|NA|NA| 15|  38|   550|MLB|MLB Baseball
mlb|5785580|07:05 pm|2023-09-06|Bronx, NY|Tigers at Yankees|Detroit Tigers at New York Yankees|Yankee Stadium|     8|0.521|40.8296| -73.9262|New York Yankees|Detroit Tigers|NA|NA| 12|  53| 11940|MLB|MLB Baseball
mlb|5788381|07:10 pm|2023-08-25|Minneapolis, MN|Rangers at Twins|Texas Rangers at Minnesota Twins|Target Field|  3712|0.538|44.9817| -93.2776|Minnesota Twins|Texas Rangers|NA|NA| 22|  66|   589|MLB|MLB Baseball
mlb|5786849|06:40 pm|2023-08-14|Denver, CO|Diamondbacks at Rockies|Arizona Diamondbacks at Colorado Rockies|Coors Field|     7|0.598|39.7557|-104.9940|Colorado Rockies|Arizona Diamondbacks|NA|NA| 12|  77|   558|MLB|MLB Baseball
mlb|5788355|01:35 pm|2023-08-27|Pittsburgh, PA|Cubs at Pirates|Chicago Cubs at Pittsburgh Pirates|PNC Park|    10|0.538|40.4472| -80.0064|Pittsburgh Pirates|Chicago Cubs|NA|NA| 27|  68|  3605|MLB|MLB Baseball
mlb|5789348|06:07 pm|2023-08-19|Oakland, CA|Orioles at Athletics|Baltimore Orioles at Oakland Athletics|Oakland Coliseum|    14|0.537|37.7514|-122.2010|Oakland Athletics|Baltimore Orioles|NA|NA| 14|  86|   351|MLB|MLB Baseball
mlb|5788341|12:35 pm|2023-08-23|Pittsburgh, PA|Cardinals at Pirates|St. Louis Cardinals at Pittsburgh Pirates|PNC Park|    10|0.537|40.4472| -80.0064|Pittsburgh Pirates|St. Louis Cardinals|NA|NA| 24|  59|   671|MLB|MLB Baseball
mlb|5788880|06:40 pm|2023-08-09|Detroit, MI|Twins at Tigers|Minnesota Twins at Detroit Tigers|Comerica Park|    12|0.537|42.3390| -83.0485|Detroit Tigers|Minnesota Twins|NA|NA| 12|  54|   239|MLB|MLB Baseball
mlb|5788980|07:07 pm|2023-08-28|Toronto, Canada|Nationals at Blue Jays|Washington Nationals at Toronto Blue Jays|Rogers Centre|    17|0.460|43.6422| -79.3909|Toronto Blue Jays|Washington Nationals|NA|NA| 15|  56|  5044|MLB|MLB Baseball
mlb|5789380|01:07 pm|2023-09-02|Oakland, CA|Angels at Athletics|Los Angeles Angels at Oakland Athletics|Oakland Coliseum|    14|0.576|37.7514|-122.2010|Oakland Athletics|Los Angeles Angels|NA|NA| 32| 100|   365|MLB|MLB Baseball
mlb|5788133|01:35 pm|2023-09-03|Washington, DC|Marlins at Nationals|Miami Marlins at Washington Nationals|Nationals Park|  3713|0.460|38.8719| -77.0093|Washington Nationals|Miami Marlins|NA|NA| 24|  73|   418|MLB|MLB Baseball
