league|id|time|date|city|title|full|venue|ven_id|score|lat|long|t1|t2|t3|t4|low|med|high|name|xname
mlb|5788331|12:10 pm|2023-08-16|Minneapolis, MN|Tigers at Twins|Detroit Tigers at Minnesota Twins|Target Field|  3712|0.592|44.9817| -93.2776|Minnesota Twins|Detroit Tigers|NA|NA| 20|  61|   693|MLB|MLB Baseball
mlb|5789350|01:07 pm|2023-08-20|Oakland, CA|Orioles at Athletics|Baltimore Orioles at Oakland Athletics|Oakland Coliseum|    14|0.508|37.7514|-122.2010|Oakland Athletics|Baltimore Orioles|NA|NA| 26|  82|   322|MLB|MLB Baseball
mlb|5785048|07:05 pm|2023-08-29|Chicago, IL|Brewers at Cubs|Milwaukee Brewers at Chicago Cubs|Wrigley Field|    11|0.570|41.9475| -87.6562|Chicago Cubs|Milwaukee Brewers|NA|NA| 14|  61|  6665|MLB|MLB Baseball
mlb|5786955|06:15 pm|2023-09-02|St. Louis, MO|Pirates at Cardinals|Pittsburgh Pirates at St. Louis Cardinals|Busch Stadium|    27|0.552|38.6226| -90.1928|St. Louis Cardinals|Pittsburgh Pirates|NA|NA| 29|  86|   776|MLB|MLB Baseball
mlb|5788325|06:40 pm|2023-08-15|Minneapolis, MN|Tigers at Twins|Detroit Tigers at Minnesota Twins|Target Field|  3712|0.590|44.9817| -93.2776|Minnesota Twins|Detroit Tigers|NA|NA| 14|  53|   238|MLB|MLB Baseball
mlb|5786721|06:38 pm|2023-08-22|Anaheim, CA|Reds at Angels|Cincinnati Reds at Los Angeles Angels|Angel Stadium of Anaheim|    28|0.590|33.8003|-117.8830|Los Angeles Angels|Cincinnati Reds|NA|NA|  8|  29|  3845|MLB|MLB Baseball
mlb|5789608|06:10 pm|2023-09-05|Cleveland, OH|Twins at Guardians|Minnesota Twins at Cleveland Guardians|Progressive Field|     6|0.389|41.4962| -81.6852|Cleveland Guardians|Minnesota Twins|NA|NA| 42|  87|   261|MLB|MLB Baseball
mlb|5786520|07:15 pm|2023-09-08|San Francisco, CA|Rockies at Giants|Colorado Rockies at San Francisco Giants|Oracle Park|    22|0.550|37.7786|-122.3890|San Francisco Giants|Colorado Rockies|NA|NA| 26|  81|  1205|MLB|MLB Baseball
mlb|5787484|04:05 pm|2023-08-23|Philadelphia, PA|Giants at Phillies|San Francisco Giants at Philadelphia Phillies|Citizens Bank Park|    18|0.589|39.9055| -75.1666|Philadelphia Phillies|San Francisco Giants|NA|NA| 25|  69|214749|MLB|MLB Baseball
mlb|5788387|06:15 pm|2023-08-26|Minneapolis, MN|Rangers at Twins|Texas Rangers at Minnesota Twins|Target Field|  3712|0.588|44.9817| -93.2776|Minnesota Twins|Texas Rangers|NA|NA| 16|  67|   645|MLB|MLB Baseball
mlb|5789402|06:40 pm|2023-09-05|Oakland, CA|Blue Jays at Athletics|Toronto Blue Jays at Oakland Athletics|Oakland Coliseum|    14|0.442|37.7514|-122.2010|Oakland Athletics|Toronto Blue Jays|NA|NA| 18|  64|   365|MLB|MLB Baseball
mlb|5787845|06:40 pm|2023-09-08|Saint Petersburg, FL|Mariners at Rays|Seattle Mariners at Tampa Bay Rays|Tropicana Field|     4|0.442|27.7682| -82.6534|Tampa Bay Rays|Seattle Mariners|NA|NA| 25|  67|   580|MLB|MLB Baseball
mlb|5788942|06:40 pm|2023-08-28|Detroit, MI|Yankees at Tigers|New York Yankees at Detroit Tigers|Comerica Park|    12|0.525|42.3390| -83.0485|Detroit Tigers|New York Yankees|NA|NA| 23|  83|   604|MLB|MLB Baseball
mlb|5786961|01:15 pm|2023-09-03|St. Louis, MO|Pirates at Cardinals|Pittsburgh Pirates at St. Louis Cardinals|Busch Stadium|    27|0.524|38.6226| -90.1928|St. Louis Cardinals|Pittsburgh Pirates|NA|NA| 26|  63|   717|MLB|MLB Baseball
mlb|5788327|07:05 pm|2023-08-21|Pittsburgh, PA|Cardinals at Pirates|St. Louis Cardinals at Pittsburgh Pirates|PNC Park|    10|0.563|40.4472| -80.0064|Pittsburgh Pirates|St. Louis Cardinals|NA|NA| 24|  63|   671|MLB|MLB Baseball
mlb|5787628|12:40 pm|2023-09-06|Phoenix, AZ|Rockies at Diamondbacks|Colorado Rockies at Arizona Diamondbacks|Chase Field|    30|0.377|33.4453|-112.0670|Arizona Diamondbacks|Colorado Rockies|NA|NA| 21|  92|   344|MLB|MLB Baseball
mlb|5786297|06:40 pm|2023-08-21|San Diego, CA|Marlins at Padres|Miami Marlins at San Diego Padres|Petco Park|    24|0.563|32.7076|-117.1570|San Diego Padres|Miami Marlins|NA|NA| 21|  56|  3605|MLB|MLB Baseball
mlb|5786066|07:20 pm|2023-09-05|Atlanta, GA|Cardinals at Braves|St. Louis Cardinals at Atlanta Braves|Truist Park|418889|0.585|33.8897| -84.4654|Atlanta Braves|St. Louis Cardinals|NA|NA| 24|  92|   777|MLB|MLB Baseball
mlb|5786763|06:38 pm|2023-09-08|Anaheim, CA|Guardians at Angels|Cleveland Guardians at Los Angeles Angels|Angel Stadium of Anaheim|    28|0.585|33.8003|-117.8830|Los Angeles Angels|Cleveland Guardians|NA|NA| 18|  52|  4205|MLB|MLB Baseball
mlb|5786891|06:40 pm|2023-09-01|Denver, CO|Blue Jays at Rockies|Toronto Blue Jays at Colorado Rockies|Coors Field|     7|0.556|39.7557|-104.9940|Colorado Rockies|Toronto Blue Jays|NA|NA| 15| 106|   558|MLB|MLB Baseball
mlb|5785408|06:40 pm|2023-08-30|Flushing, NY|Rangers at Mets|Texas Rangers at New York Mets|Citi Field|     3|0.540|40.7564| -73.8459|New York Mets|Texas Rangers|NA|NA|  9|  34|  1371|MLB|MLB Baseball
mlb|5788492|07:10 pm|2023-08-22|Milwaukee, WI|Twins at Brewers|Minnesota Twins at Milwaukee Brewers|American Family Field|    15|0.540|43.0296| -87.9725|Milwaukee Brewers|Minnesota Twins|NA|NA| 13|  48| 12724|MLB|MLB Baseball
mlb|5788579|01:10 pm|2023-09-01|Cincinnati, OH|Cubs at Reds (Rescheduled from 4/5/23)|Chicago Cubs at Cincinnati Reds (Rescheduled from 4/5/23)|Great American Ball Park|    26|0.561|39.0974| -84.5071|Cincinnati Reds|Chicago Cubs|NA|NA| 32|  59|   292|MLB|MLB Baseball
mlb|5787126|01:10 pm|2023-08-30|Seattle, WA|Athletics at Mariners|Oakland Athletics at Seattle Mariners|T-Mobile Park|    13|0.510|47.5914|-122.3330|Seattle Mariners|Oakland Athletics|NA|NA| 20|  72|   482|MLB|MLB Baseball
mlb|5787811|01:10 pm|2023-08-24|Saint Petersburg, FL|Rockies at Rays|Colorado Rockies at Tampa Bay Rays|Tropicana Field|     4|0.424|27.7682| -82.6534|Tampa Bay Rays|Colorado Rockies|NA|NA| 27|  70|   580|MLB|MLB Baseball
mlb|5788431|07:10 pm|2023-09-08|Minneapolis, MN|Mets at Twins|New York Mets at Minnesota Twins|Target Field|  3712|0.519|44.9817| -93.2776|Minnesota Twins|New York Mets|NA|NA| 16|  63|  1110|MLB|MLB Baseball
mlb|5785584|07:05 pm|2023-09-07|Bronx, NY|Tigers at Yankees|Detroit Tigers at New York Yankees|Yankee Stadium|     8|0.559|40.8296| -73.9262|New York Yankees|Detroit Tigers|NA|NA| 15|  59| 12004|MLB|MLB Baseball
mlb|5789404|12:37 pm|2023-09-06|Oakland, CA|Blue Jays at Athletics|Toronto Blue Jays at Oakland Athletics|Oakland Coliseum|    14|0.417|37.7514|-122.2010|Oakland Athletics|Toronto Blue Jays|NA|NA| 17|  62|   293|MLB|MLB Baseball
mlb|5789414|07:10 pm|2023-08-30|Kansas City, MO|Pirates at Royals|Pittsburgh Pirates at Kansas City Royals|Kauffman Stadium|  3714|0.416|39.0515| -94.4803|Kansas City Royals|Pittsburgh Pirates|NA|NA| 14|  37|   465|MLB|MLB Baseball
mlb|5786034|07:05 pm|2023-09-08|Arlington, TX|Athletics at Rangers|Oakland Athletics at Texas Rangers|Globe Life Field|487468|0.491|32.7472| -97.0838|Texas Rangers|Oakland Athletics|NA|NA| 17|  68|  9407|MLB|MLB Baseball
mlb|5787278|07:10 pm|2023-09-01|Chicago, IL|Tigers at White Sox|Detroit Tigers at Chicago White Sox|Guaranteed Rate Field|  3715|0.491|41.8299| -87.6338|Chicago White Sox|Detroit Tigers|NA|NA| 11| 128|   623|MLB|MLB Baseball
mlb|5789446|06:40 pm|2023-09-05|Kansas City, MO|White Sox at Royals|Chicago White Sox at Kansas City Royals|Kauffman Stadium|  3714|0.411|39.0515| -94.4803|Kansas City Royals|Chicago White Sox|NA|NA| 12|  36|   465|MLB|MLB Baseball
mlb|5788496|07:10 pm|2023-08-25|Milwaukee, WI|Padres at Brewers|San Diego Padres at Milwaukee Brewers|American Family Field|    15|0.569|43.0296| -87.9725|Milwaukee Brewers|San Diego Padres|NA|NA| 22|  62| 12724|MLB|MLB Baseball
mlb|5789650|06:40 pm|2023-08-29|Miami, FL|Rays at Marlins|Tampa Bay Rays at Miami Marlins|loanDepot park|  6371|0.459|25.7617| -80.1918|Miami Marlins|Tampa Bay Rays|NA|NA| 11|  29|  1004|MLB|MLB Baseball
mlb|5788337|07:05 pm|2023-08-22|Pittsburgh, PA|Cardinals at Pirates|St. Louis Cardinals at Pittsburgh Pirates|PNC Park|    10|0.534|40.4472| -80.0064|Pittsburgh Pirates|St. Louis Cardinals|NA|NA| 21|  58|   671|MLB|MLB Baseball
mlb|5786070|07:20 pm|2023-09-06|Atlanta, GA|Cardinals at Braves|St. Louis Cardinals at Atlanta Braves|Truist Park|418889|0.573|33.8897| -84.4654|Atlanta Braves|St. Louis Cardinals|NA|NA| 22|  73|   866|MLB|MLB Baseball
mlb|5789598|06:10 pm|2023-09-02|Cleveland, OH|Rays at Guardians|Tampa Bay Rays at Cleveland Guardians|Progressive Field|     6|0.549|41.4962| -81.6852|Cleveland Guardians|Tampa Bay Rays|NA|NA| 33| 106|   264|MLB|MLB Baseball
mlb|5786016|07:05 pm|2023-09-01|Arlington, TX|Twins at Rangers|Minnesota Twins at Texas Rangers|Globe Life Field|487468|0.555|32.7472| -97.0838|Texas Rangers|Minnesota Twins|NA|NA| 26|  67|  9407|MLB|MLB Baseball
mlb|5786502|06:45 pm|2023-08-28|San Francisco, CA|Reds at Giants|Cincinnati Reds at San Francisco Giants|Oracle Park|    22|0.572|37.7786|-122.3890|San Francisco Giants|Cincinnati Reds|NA|NA| 14|  54|  1205|MLB|MLB Baseball
mlb|5785068|06:40 pm|2023-09-07|Chicago, IL|Diamondbacks at Cubs|Arizona Diamondbacks at Chicago Cubs|Wrigley Field|    11|0.508|41.9475| -87.6562|Chicago Cubs|Arizona Diamondbacks|NA|NA| 13|  46|  6665|MLB|MLB Baseball
mlb|5789573|07:15 pm|2023-08-17|Cleveland, OH|Tigers at Guardians|Detroit Tigers at Cleveland Guardians|Progressive Field|     6|0.571|41.4962| -81.6852|Cleveland Guardians|Detroit Tigers|NA|NA| 31|  67|   261|MLB|MLB Baseball
mlb|5786338|03:40 pm|2023-09-04|San Diego, CA|Phillies at Padres|Philadelphia Phillies at San Diego Padres|Petco Park|    24|0.553|32.7076|-117.1570|San Diego Padres|Philadelphia Phillies|NA|NA| 33|  63|   695|MLB|MLB Baseball
mlb|5789354|06:40 pm|2023-08-21|Oakland, CA|Royals at Athletics|Kansas City Royals at Oakland Athletics|Oakland Coliseum|    14|0.437|37.7514|-122.2010|Oakland Athletics|Kansas City Royals|NA|NA| 14|  56|   329|MLB|MLB Baseball
mlb|5789358|12:37 pm|2023-08-23|Oakland, CA|Royals at Athletics|Kansas City Royals at Oakland Athletics|Oakland Coliseum|    14|0.450|37.7514|-122.2010|Oakland Athletics|Kansas City Royals|NA|NA| 14|  63|   329|MLB|MLB Baseball
mlb|5789436|01:10 pm|2023-09-03|Kansas City, MO|Red Sox at Royals|Boston Red Sox at Kansas City Royals|Kauffman Stadium|  3714|0.504|39.0515| -94.4803|Kansas City Royals|Boston Red Sox|NA|NA| 22|  93|   752|MLB|MLB Baseball
mlb|5788982|07:07 pm|2023-08-29|Toronto, Canada|Nationals at Blue Jays|Washington Nationals at Toronto Blue Jays|Rogers Centre|    17|0.498|43.6422| -79.3909|Toronto Blue Jays|Washington Nationals|NA|NA| 15|  60|  3658|MLB|MLB Baseball
mlb|5789384|07:10 pm|2023-08-14|Kansas City, MO|Mariners at Royals|Seattle Mariners at Kansas City Royals|Kauffman Stadium|  3714|0.527|39.0515| -94.4803|Kansas City Royals|Seattle Mariners|NA|NA| 15|  38|   551|MLB|MLB Baseball
mlb|5788898|06:40 pm|2023-08-22|Detroit, MI|Cubs at Tigers|Chicago Cubs at Detroit Tigers|Comerica Park|    12|0.527|42.3390| -83.0485|Detroit Tigers|Chicago Cubs|NA|NA| 20|  66|   455|MLB|MLB Baseball
mlb|5786929|06:45 pm|2023-08-28|St. Louis, MO|Padres at Cardinals|San Diego Padres at St. Louis Cardinals|Busch Stadium|    27|0.569|38.6226| -90.1928|St. Louis Cardinals|San Diego Padres|NA|NA| 12|  45|   657|MLB|MLB Baseball
mlb|5789602|04:10 pm|2023-09-03|Cleveland, OH|Rays at Guardians|Tampa Bay Rays at Cleveland Guardians|Progressive Field|     6|0.463|41.4962| -81.6852|Cleveland Guardians|Tampa Bay Rays|NA|NA| 51|  92|   230|MLB|MLB Baseball
mlb|5787967|07:05 pm|2023-08-23|Baltimore, MD|Blue Jays at Orioles|Toronto Blue Jays at Baltimore Orioles|Oriole Park at Camden Yards|    25|0.501|39.2840| -76.6199|Baltimore Orioles|Toronto Blue Jays|NA|NA| 17|  51|   365|MLB|MLB Baseball
mlb|5787963|07:05 pm|2023-08-22|Baltimore, MD|Blue Jays at Orioles|Toronto Blue Jays at Baltimore Orioles|Oriole Park at Camden Yards|    25|0.566|39.2840| -76.6199|Baltimore Orioles|Toronto Blue Jays|NA|NA| 23|  49|   365|MLB|MLB Baseball
mlb|5788135|07:05 pm|2023-09-05|Washington, DC|Mets at Nationals|New York Mets at Washington Nationals|Nationals Park|  3713|0.500|38.8719| -77.0093|Washington Nationals|New York Mets|NA|NA| 21|  81|   436|MLB|MLB Baseball
mlb|5786876|06:45 pm|2023-08-14|St. Louis, MO|Athletics at Cardinals|Oakland Athletics at St. Louis Cardinals|Busch Stadium|    27|0.564|38.6226| -90.1928|St. Louis Cardinals|Oakland Athletics|NA|NA|  9|  37|   598|MLB|MLB Baseball
mlb|5787805|06:40 pm|2023-08-22|Saint Petersburg, FL|Rockies at Rays|Colorado Rockies at Tampa Bay Rays|Tropicana Field|     4|0.438|27.7682| -82.6534|Tampa Bay Rays|Colorado Rockies|NA|NA| 33|  55|   580|MLB|MLB Baseball
mlb|5787999|01:35 pm|2023-08-27|Baltimore, MD|Rockies at Orioles|Colorado Rockies at Baltimore Orioles|Oriole Park at Camden Yards|    25|0.528|39.2840| -76.6199|Baltimore Orioles|Colorado Rockies|NA|NA| 29|  72|   365|MLB|MLB Baseball
mlb|5788958|06:40 pm|2023-09-05|Cincinnati, OH|Mariners at Reds|Seattle Mariners at Cincinnati Reds|Great American Ball Park|    26|0.471|39.0974| -84.5071|Cincinnati Reds|Seattle Mariners|NA|NA| 13|  41|   301|MLB|MLB Baseball
mlb|5788922|06:10 pm|2023-08-26|Detroit, MI|Astros at Tigers|Houston Astros at Detroit Tigers|Comerica Park|    12|0.563|42.3390| -83.0485|Detroit Tigers|Houston Astros|NA|NA| 30|  74|   377|MLB|MLB Baseball
mlb|5786943|01:15 pm|2023-08-30|St. Louis, MO|Padres at Cardinals|San Diego Padres at St. Louis Cardinals|Busch Stadium|    27|0.507|38.6226| -90.1928|St. Louis Cardinals|San Diego Padres|NA|NA| 13|  45|   925|MLB|MLB Baseball
mlb|5788502|07:10 pm|2023-09-01|Milwaukee, WI|Phillies at Brewers|Philadelphia Phillies at Milwaukee Brewers|American Family Field|    15|0.477|43.0296| -87.9725|Milwaukee Brewers|Philadelphia Phillies|NA|NA| 18|  49| 12724|MLB|MLB Baseball
mlb|5789356|06:40 pm|2023-08-22|Oakland, CA|Royals at Athletics|Kansas City Royals at Oakland Athletics|Oakland Coliseum|    14|0.409|37.7514|-122.2010|Oakland Athletics|Kansas City Royals|NA|NA| 14|  61|   329|MLB|MLB Baseball
mlb|5789408|07:10 pm|2023-08-28|Kansas City, MO|Pirates at Royals|Pittsburgh Pirates at Kansas City Royals|Kauffman Stadium|  3714|0.431|39.0515| -94.4803|Kansas City Royals|Pittsburgh Pirates|NA|NA| 14|  36|   538|MLB|MLB Baseball
mlb|5787121|06:40 pm|2023-08-28|Seattle, WA|Athletics at Mariners|Oakland Athletics at Seattle Mariners|T-Mobile Park|    13|0.510|47.5914|-122.3330|Seattle Mariners|Oakland Athletics|NA|NA| 23|  62|   671|MLB|MLB Baseball
mlb|5787268|01:10 pm|2023-08-23|Chicago, IL|Mariners at White Sox|Seattle Mariners at Chicago White Sox|Guaranteed Rate Field|  3715|0.526|41.8299| -87.6338|Chicago White Sox|Seattle Mariners|NA|NA|  8|  96|   614|MLB|MLB Baseball
mlb|5789394|07:10 pm|2023-08-16|Kansas City, MO|Mariners at Royals|Seattle Mariners at Kansas City Royals|Kauffman Stadium|  3714|0.494|39.0515| -94.4803|Kansas City Royals|Seattle Mariners|NA|NA| 15|  38|   465|MLB|MLB Baseball
mlb|5788399|06:40 pm|2023-08-28|Minneapolis, MN|Guardians at Twins|Cleveland Guardians at Minnesota Twins|Target Field|  3712|0.463|44.9817| -93.2776|Minnesota Twins|Cleveland Guardians|NA|NA| 18|  62|   465|MLB|MLB Baseball
mlb|5789612|01:10 pm|2023-09-06|Cleveland, OH|Twins at Guardians|Minnesota Twins at Cleveland Guardians|Progressive Field|     6|0.421|41.4962| -81.6852|Cleveland Guardians|Minnesota Twins|NA|NA| 44|  94|   230|MLB|MLB Baseball
mlb|5789654|06:40 pm|2023-09-05|Miami, FL|Dodgers at Marlins|Los Angeles Dodgers at Miami Marlins|loanDepot park|  6371|0.492|25.7617| -80.1918|Miami Marlins|Los Angeles Dodgers|NA|NA| 11|  38|  1004|MLB|MLB Baseball
mlb|5789430|07:10 pm|2023-09-01|Kansas City, MO|Red Sox at Royals|Boston Red Sox at Kansas City Royals|Kauffman Stadium|  3714|0.500|39.0515| -94.4803|Kansas City Royals|Boston Red Sox|NA|NA| 22|  89|   858|MLB|MLB Baseball
mlb|5786881|06:45 pm|2023-08-15|St. Louis, MO|Athletics at Cardinals|Oakland Athletics at St. Louis Cardinals|Busch Stadium|    27|0.500|38.6226| -90.1928|St. Louis Cardinals|Oakland Athletics|NA|NA| 12|  45|   657|MLB|MLB Baseball
mlb|5786344|01:10 pm|2023-09-06|San Diego, CA|Phillies at Padres|Philadelphia Phillies at San Diego Padres|Petco Park|    24|0.515|32.7076|-117.1570|San Diego Padres|Philadelphia Phillies|NA|NA| 31|  67|   695|MLB|MLB Baseball
mlb|5789605|06:10 pm|2023-09-04|Cleveland, OH|Twins at Guardians|Minnesota Twins at Cleveland Guardians|Progressive Field|     6|0.437|41.4962| -81.6852|Cleveland Guardians|Minnesota Twins|NA|NA| 46|  93|   261|MLB|MLB Baseball
mlb|5788994|07:07 pm|2023-09-08|Toronto, Canada|Royals at Blue Jays|Kansas City Royals at Toronto Blue Jays|Rogers Centre|    17|0.466|43.6422| -79.3909|Toronto Blue Jays|Kansas City Royals|NA|NA| 16|  69|  5044|MLB|MLB Baseball
mlb|5787284|01:10 pm|2023-09-03|Chicago, IL|Tigers at White Sox|Detroit Tigers at Chicago White Sox|Guaranteed Rate Field|  3715|0.504|41.8299| -87.6338|Chicago White Sox|Detroit Tigers|NA|NA| 11| 118|   623|MLB|MLB Baseball
mlb|5787124|06:40 pm|2023-08-29|Seattle, WA|Athletics at Mariners|Oakland Athletics at Seattle Mariners|T-Mobile Park|    13|0.510|47.5914|-122.3330|Seattle Mariners|Oakland Athletics|NA|NA| 25|  65|   154|MLB|MLB Baseball
mlb|5788127|07:05 pm|2023-08-31|Washington, DC|Marlins at Nationals|Miami Marlins at Washington Nationals|Nationals Park|  3713|0.447|38.8719| -77.0093|Washington Nationals|Miami Marlins|NA|NA| 21|  60|   319|MLB|MLB Baseball
mlb|5788365|06:35 pm|2023-09-04|Pittsburgh, PA|Brewers at Pirates|Milwaukee Brewers at Pittsburgh Pirates|PNC Park|    10|0.465|40.4472| -80.0064|Pittsburgh Pirates|Milwaukee Brewers|NA|NA| 24|  60|   671|MLB|MLB Baseball
mlb|5787270|07:10 pm|2023-08-24|Chicago, IL|Athletics at White Sox|Oakland Athletics at Chicago White Sox|Guaranteed Rate Field|  3715|0.401|41.8299| -87.6338|Chicago White Sox|Oakland Athletics|NA|NA|  8| 115|   623|MLB|MLB Baseball
mlb|5788131|04:05 pm|2023-09-02|Washington, DC|Marlins at Nationals|Miami Marlins at Washington Nationals|Nationals Park|  3713|0.482|38.8719| -77.0093|Washington Nationals|Miami Marlins|NA|NA| 29|  78|   445|MLB|MLB Baseball
mlb|5788500|01:10 pm|2023-08-27|Milwaukee, WI|Padres at Brewers|San Diego Padres at Milwaukee Brewers|American Family Field|    15|0.554|43.0296| -87.9725|Milwaukee Brewers|San Diego Padres|NA|NA| 16|  53| 12724|MLB|MLB Baseball
mlb|5786506|06:45 pm|2023-08-29|San Francisco, CA|Reds at Giants|Cincinnati Reds at San Francisco Giants|Oracle Park|    22|0.553|37.7786|-122.3890|San Francisco Giants|Cincinnati Reds|NA|NA| 15|  54|  1205|MLB|MLB Baseball
mlb|5788009|07:05 pm|2023-08-28|Baltimore, MD|White Sox at Orioles|Chicago White Sox at Baltimore Orioles|Oriole Park at Camden Yards|    25|0.452|39.2840| -76.6199|Baltimore Orioles|Chicago White Sox|NA|NA| 15|  46|   365|MLB|MLB Baseball
mlb|5787833|06:40 pm|2023-09-05|Saint Petersburg, FL|Red Sox at Rays|Boston Red Sox at Tampa Bay Rays|Tropicana Field|     4|0.508|27.7682| -82.6534|Tampa Bay Rays|Boston Red Sox|NA|NA| 36|  96|   695|MLB|MLB Baseball
mlb|5788345|07:05 pm|2023-08-24|Pittsburgh, PA|Cubs at Pirates|Chicago Cubs at Pittsburgh Pirates|PNC Park|    10|0.507|40.4472| -80.0064|Pittsburgh Pirates|Chicago Cubs|NA|NA| 25|  61|   671|MLB|MLB Baseball
mlb|5788411|12:10 pm|2023-08-30|Minneapolis, MN|Guardians at Twins|Cleveland Guardians at Minnesota Twins|Target Field|  3712|0.466|44.9817| -93.2776|Minnesota Twins|Cleveland Guardians|NA|NA| 21|  63|   465|MLB|MLB Baseball
mlb|5786757|06:38 pm|2023-09-07|Anaheim, CA|Guardians at Angels|Cleveland Guardians at Los Angeles Angels|Angel Stadium of Anaheim|    28|0.478|33.8003|-117.8830|Los Angeles Angels|Cleveland Guardians|NA|NA|  9|  29|  4205|MLB|MLB Baseball
mlb|5788972|01:10 pm|2023-08-31|Detroit, MI|Yankees at Tigers|New York Yankees at Detroit Tigers|Comerica Park|    12|0.527|42.3390| -83.0485|Detroit Tigers|New York Yankees|NA|NA| 23|  79|   695|MLB|MLB Baseball
mlb|5789644|06:40 pm|2023-08-25|Miami, FL|Nationals at Marlins|Washington Nationals at Miami Marlins|loanDepot park|  6371|0.449|25.7617| -80.1918|Miami Marlins|Washington Nationals|NA|NA| 11|  22|  1004|MLB|MLB Baseball
mlb|5788373|12:35 pm|2023-09-06|Pittsburgh, PA|Brewers at Pirates|Milwaukee Brewers at Pittsburgh Pirates|PNC Park|    10|0.345|40.4472| -80.0064|Pittsburgh Pirates|Milwaukee Brewers|NA|NA| 26|  57|   671|MLB|MLB Baseball
mlb|5789452|06:40 pm|2023-09-06|Kansas City, MO|White Sox at Royals|Chicago White Sox at Kansas City Royals|Kauffman Stadium|  3714|0.458|39.0515| -94.4803|Kansas City Royals|Chicago White Sox|NA|NA| 12|  36|   465|MLB|MLB Baseball
mlb|5785346|07:10 pm|2023-08-29|Los Angeles, CA|Diamondbacks at Dodgers|Arizona Diamondbacks at Los Angeles Dodgers|Dodger Stadium|     1|0.549|34.0718|-118.2460|Los Angeles Dodgers|Arizona Diamondbacks|NA|NA| 27|  87|  1761|MLB|MLB Baseball
mlb|5788137|07:05 pm|2023-09-06|Washington, DC|Mets at Nationals|New York Mets at Washington Nationals|Nationals Park|  3713|0.473|38.8719| -77.0093|Washington Nationals|New York Mets|NA|NA| 28|  80|   436|MLB|MLB Baseball
mlb|5788369|06:35 pm|2023-09-05|Pittsburgh, PA|Brewers at Pirates|Milwaukee Brewers at Pittsburgh Pirates|PNC Park|    10|0.379|40.4472| -80.0064|Pittsburgh Pirates|Milwaukee Brewers|NA|NA| 24|  57|   671|MLB|MLB Baseball
mlb|5786889|05:45 pm|2023-08-16|St. Louis, MO|Athletics at Cardinals|Oakland Athletics at St. Louis Cardinals|Busch Stadium|    27|0.472|38.6226| -90.1928|St. Louis Cardinals|Oakland Athletics|NA|NA| 11|  45|   657|MLB|MLB Baseball
mlb|5789648|01:40 pm|2023-08-27|Miami, FL|Nationals at Marlins|Washington Nationals at Miami Marlins|loanDepot park|  6371|0.440|25.7617| -80.1918|Miami Marlins|Washington Nationals|NA|NA| 11|  32|  1004|MLB|MLB Baseball
mlb|5789410|07:10 pm|2023-08-29|Kansas City, MO|Pirates at Royals|Pittsburgh Pirates at Kansas City Royals|Kauffman Stadium|  3714|0.399|39.0515| -94.4803|Kansas City Royals|Pittsburgh Pirates|NA|NA| 14|  36|   538|MLB|MLB Baseball
mlb|5788129|07:05 pm|2023-09-01|Washington, DC|Marlins at Nationals|Miami Marlins at Washington Nationals|Nationals Park|  3713|0.486|38.8719| -77.0093|Washington Nationals|Miami Marlins|NA|NA| 26|  76|   428|MLB|MLB Baseball
mlb|5789396|01:07 pm|2023-09-04|Oakland, CA|Blue Jays at Athletics|Toronto Blue Jays at Oakland Athletics|Oakland Coliseum|    14|0.399|37.7514|-122.2010|Oakland Athletics|Toronto Blue Jays|NA|NA| 22|  78|   415|MLB|MLB Baseball
mlb|5789398|01:10 pm|2023-08-17|Kansas City, MO|Mariners at Royals|Seattle Mariners at Kansas City Royals|Kauffman Stadium|  3714|0.499|39.0515| -94.4803|Kansas City Royals|Seattle Mariners|NA|NA| 14|  35|   550|MLB|MLB Baseball
mlb|5787588|06:40 pm|2023-08-24|Phoenix, AZ|Reds at Diamondbacks|Cincinnati Reds at Arizona Diamondbacks|Chase Field|    30|0.523|33.4453|-112.0670|Arizona Diamondbacks|Cincinnati Reds|NA|NA| 21|  91|   327|MLB|MLB Baseball
mlb|5788391|01:10 pm|2023-08-27|Minneapolis, MN|Rangers at Twins|Texas Rangers at Minnesota Twins|Target Field|  3712|0.538|44.9817| -93.2776|Minnesota Twins|Texas Rangers|NA|NA| 18|  67|214749|MLB|MLB Baseball
mlb|5789658|06:40 pm|2023-09-07|Miami, FL|Dodgers at Marlins|Los Angeles Dodgers at Miami Marlins|loanDepot park|  6371|0.481|25.7617| -80.1918|Miami Marlins|Los Angeles Dodgers|NA|NA| 11|  36|  1004|MLB|MLB Baseball
mlb|5787616|01:10 pm|2023-09-04|Phoenix, AZ|Rockies at Diamondbacks|Colorado Rockies at Arizona Diamondbacks|Chase Field|    30|0.452|33.4453|-112.0670|Arizona Diamondbacks|Colorado Rockies|NA|NA| 26| 100|   364|MLB|MLB Baseball
mlb|5788019|01:05 pm|2023-08-30|Baltimore, MD|White Sox at Orioles|Chicago White Sox at Baltimore Orioles|Oriole Park at Camden Yards|    25|0.503|39.2840| -76.6199|Baltimore Orioles|Chicago White Sox|NA|NA| 15|  47| 12004|MLB|MLB Baseball
