league|time|date|city|title|full|venue|ven_id|score|lat|long|t1|t2|t3|t4|low|med|high|name|xname|id
ncaa_basketball|06:00 pm|2022-11-15|Murfreesboro, TN|Rice at Middle Tennessee|Rice Owls at Middle Tennessee Blue Raiders Basketball|Murphy Center|  4203|0.399|35.8520| -86.3620|Middle Tennessee Blue Raiders Basketball|Rice Owls Basketball|NA|NA| 22|  38|   134|NCAA BB|College Basketball| 879
ncaa_basketball|07:00 pm|2022-11-14|Colorado Springs, CO|Texas A&M-Commerce at Air Force|Texas A&M-Commerce Lions at Air Force Falcons Basketball|Clune Arena|  4209|0.267|39.0136|-104.8840|Air Force Falcons Basketball|Texas A&M-Commerce Lions Basketball|NA|NA| 23|  43|    61|NCAA BB|College Basketball| 880
ncaa_basketball|07:00 pm|2022-12-10|Ogden, UT|St. Martin's at Weber State|St. Martin's Saints at Weber State Wildcats Basketball|Dee Events Center|  4259|0.428|41.1831|-111.9490|Weber State Wildcats Basketball|St. Martin's Saints Basketball|NA|NA| 18|  18|    60|NCAA BB|College Basketball| 881
ncaa_basketball|08:30 pm|2022-11-21|Durham, NC|Bellarmine at Duke|Bellarmine Knights at Duke Blue Devils Basketball|Cameron Indoor Stadium|  3437|0.624|35.9975| -78.9422|Duke Blue Devils Basketball|Bellarmine Knights Basketball|NA|NA|115| 195|  1780|NCAA BB|College Basketball| 882
ncaa_basketball|07:30 pm|2022-11-26|Las Vegas, NV|Life Pacific College Warriors at UNLV Rebels Basketball|Life Pacific College Warriors at UNLV Rebels Basketball|Thomas and Mack Center|   950|0.488|36.1052|-115.1440|UNLV Rebels Basketball|NA|NA|NA| 19|  43|   236|NCAA BB|College Basketball| 883
ncaa_basketball|07:00 pm|2022-11-10|Lincoln, NE|Omaha at Nebraska|Omaha Mavericks at Nebraska Cornhuskers Basketball|Pinnacle Bank Arena| 48918|0.488|40.8179| -96.7126|Nebraska Cornhuskers Basketball|Omaha Mavericks Basketball|NA|NA|  8|  31|   416|NCAA BB|College Basketball| 884
ncaa_basketball|01:00 pm|2022-12-03|Cedar Falls, IA|Evansville at UNI|Evansville Purple Aces at Northern Iowa Panthers Basketball|McLeod Center|  1877|0.487|42.5144| -92.4673|Northern Iowa Panthers Basketball|Evansville Purple Aces Basketball|NA|NA| 18|  48|    80|NCAA BB|College Basketball| 885
ncaa_basketball|02:00 pm|2022-12-17|Cheney, WA|UC Davis at Eastern Washington|UC Davis Aggies at Eastern Washington Eagles Basketball|Reese Court|  4183|0.398|47.4914|-117.5890|Eastern Washington Eagles Basketball|UC Davis Aggies Basketball|NA|NA| 18|  18|    74|NCAA BB|College Basketball| 886
ncaa_basketball|07:00 pm|2022-11-30|Riverside, CA|UC Riverside at California Baptist|UC Riverside Highlanders at California Baptist Lancers Basketball|CBU Events Center|490283|0.264|33.9268|-117.4220|California Baptist Lancers Basketball|UC Riverside Highlanders Basketball|NA|NA| 38|  43|    51|NCAA BB|College Basketball| 887
ncaa_basketball|03:30 am|2022-11-30|Peoria, IL|UNI at Bradley|Northern Iowa Panthers at Bradley Braves Basketball|Peoria Civic Center|  5437|0.264|40.6917| -89.5940|Bradley Braves Basketball|Northern Iowa Panthers Basketball|NA|NA| 29|  40|   224|NCAA BB|College Basketball| 888
ncaa_basketball|07:00 pm|2022-12-07|Knoxville, TN|Eastern Kentucky at Tennessee|Eastern Kentucky Colonels at Tennessee Volunteers Basketball|Thompson-Boling Arena|   461|0.525|35.9507| -83.9252|Tennessee Volunteers Basketball|Eastern Kentucky Colonels Basketball|NA|NA|  9|  27| 12655|NCAA BB|College Basketball| 889
ncaa_basketball|07:00 pm|2022-12-15|Provo, UT|Western Oregon at BYU|Western Oregon Wolves at BYU Cougars Basketball|Marriott Center|  4134|0.397|40.2541|-111.6490|BYU Cougars Basketball|Western Oregon Wolves Basketball|NA|NA| 10|  39|   112|NCAA BB|College Basketball| 890
ncaa_basketball|01:00 pm|2022-11-26|Cedar Falls, IA|Northern Illinois at UNI|Northern Illinois Huskies at Northern Iowa Panthers Basketball|McLeod Center|  1877|0.487|42.5144| -92.4673|Northern Iowa Panthers Basketball|Northern Illinois Huskies Basketball|NA|NA| 18|  48|   103|NCAA BB|College Basketball| 891
ncaa_basketball|08:00 pm|2022-12-14|Los Angeles, CA|Long at USC|Long Beach State at USC Trojans Basketball|Galen Center|  3451|0.487|34.0200|-118.2800|USC Trojans Basketball|Long Beach State Basketball|NA|NA| 37|  49|   306|NCAA BB|College Basketball| 892
ncaa_basketball|02:00 pm|2022-12-10|Coral Gables, FL|North Carolina State at Miami (FL)|NC State Wolfpack at Miami Hurricanes Basketball|Watsco Center|  2057|0.487|25.7148| -80.2789|Miami Hurricanes Basketball|NC State Wolfpack Basketball|NA|NA| 33|  49|  1650|NCAA BB|College Basketball| 893
ncaa_basketball|05:00 pm|2022-11-11|Salt Lake City, UT|CSU Bakersfield Roadrunners at Utah Utes Basketball|CSU Bakersfield Roadrunners at Utah Utes Basketball|Jon M. Huntsman Center|  4255|0.396|40.7621|-111.8390|Utah Utes Basketball|CSU Bakersfield Roadrunners Basketball|NA|NA|  8|  38|    96|NCAA BB|College Basketball| 894
ncaa_basketball|07:00 pm|2022-12-06|New Rochelle, NY|Saint Louis at Iona|Saint Louis Billikens at Iona Gaels Basketball|Hynes Athletics Center|  4201|0.396|40.9255| -73.7885|Iona Gaels Basketball|Saint Louis Billikens Basketball|NA|NA| 38|  46|    60|NCAA BB|College Basketball| 895
ncaa_basketball|02:00 pm|2022-11-26|Boise, ID|Utah Valley Wolverines at Boise State Broncos Basketball|Utah Valley Wolverines at Boise State Broncos Basketball|ExtraMile Arena|   336|0.395|43.6050|-116.2070|Boise State Broncos Basketball|Utah Valley Wolverines Basketball|NA|NA| 31|  53|    99|NCAA BB|College Basketball| 896
ncaa_basketball|02:00 pm|2022-12-03|Rock Hill, SC|Coastal Carolina at Winthrop|Coastal Carolina Chanticleers at Winthrop Eagles Basketball|Winthrop Coliseum|  6596|0.394|34.9481| -81.0149|Winthrop Eagles Basketball|Coastal Carolina Chanticleers Basketball|NA|NA| 16|  18|    60|NCAA BB|College Basketball| 897
ncaa_basketball|07:00 pm|2022-11-30|Ames, IA|North Dakota at Iowa State|North Dakota Fighting Hawks at Iowa State Cyclones Basketball|Hilton Coliseum|  3458|0.485|42.0210| -93.6348|Iowa State Cyclones Basketball|North Dakota Fighting Hawks Basketball|NA|NA|  8|  57|   190|NCAA BB|College Basketball| 898
ncaa_basketball|07:00 pm|2022-11-29|Oxford, OH|Jackson State at Miami (OH)|Jackson State Tigers at Miami (OH) RedHawks Basketball|Millett Hall|  4176|0.394|39.5171| -84.7346|Miami (OH) RedHawks Basketball|Jackson State Tigers Basketball|NA|NA| 24|  27|    76|NCAA BB|College Basketball| 899
ncaa_basketball|07:00 pm|2022-11-17|Terre Haute, IN|North Dakota State at Indiana State|North Dakota State Bison at Indiana State Sycamores Basketball|Hulman Center|  4220|0.258|39.4685| -87.4057|Indiana State Sycamores Basketball|North Dakota State Bison Basketball|NA|NA| 22|  38|   219|NCAA BB|College Basketball| 900
ncaa_basketball|07:00 pm|2022-11-21|Hamilton, NY|Monmouth at Colgate|Monmouth Hawks at Colgate Raiders Basketball|Cotterell Court|  5155|0.394|42.8198| -75.5357|Colgate Raiders Basketball|Monmouth Hawks Basketball|NA|NA| 14|  15|    64|NCAA BB|College Basketball| 901
ncaa_basketball|06:00 pm|2022-11-30|West Point, NY|Maine Maritime Mariners at Army West Point Black Knights Mens Basketball|Maine Maritime Mariners at Army West Point Black Knights Mens Basketball|Christl Arena|  5181|0.393|41.3863| -73.9657|Army Black Knights Basketball|NA|NA|NA| 30|  34|    80|NCAA BB|College Basketball| 902
ncaa_basketball|03:00 pm|2022-12-03|St. Louis, MO|Southern Illinois at Saint Louis|Southern Illinois Salukis at Saint Louis Billikens Basketball|Chaifetz Arena|   775|0.484|38.6325| -90.2279|Saint Louis Billikens Basketball|Southern Illinois Salukis Basketball|NA|NA| 20|  82|   357|NCAA BB|College Basketball| 903
ncaa_basketball|05:00 pm|2022-11-25|Albuquerque, NM|Lobo Classic Day 1: Jacksonville St vs New Mexico, Northern Colorado vs North Dakota St|Lobo Classic Day 1: Jacksonville St vs New Mexico, Northern Colorado vs North Dakota St|The Pit (University Arena)|  4226|0.393|35.0669|-106.6320|New Mexico Lobos Basketball|North Dakota State Bison Basketball|Northern Colorado Bears Basketball|Jacksonville State Gamecocks Basketball| 43|  80|   270|NCAA BB|College Basketball| 904
ncaa_basketball|04:00 pm|2022-11-26|Atlanta, GA|North Alabama at Georgia Tech|North Alabama Lions at Georgia Tech Yellow Jackets Basketball|McCamish Pavilion|  3425|0.484|33.7807| -84.3936|Georgia Tech Yellow Jackets Basketball|North Alabama Lions Basketball|NA|NA| 12|  52|   107|NCAA BB|College Basketball| 905
ncaa_basketball|07:00 pm|2022-12-12|Cedar Falls, IA|South Florida at UNI|South Florida Bulls at Northern Iowa Panthers Basketball|McLeod Center|  1877|0.421|42.5144| -92.4673|Northern Iowa Panthers Basketball|South Florida Bulls Basketball|NA|NA| 18|  48|   103|NCAA BB|College Basketball| 906
ncaa_basketball|08:30 pm|2022-11-11|Winston-Salem, NC|Georgia at Wake Forest|Georgia Bulldogs at Wake Forest Demon Deacons Basketball|Lawrence Joel Veterans Memorial Coliseum|  1515|0.612|36.1277| -80.2575|Wake Forest Demon Deacons Basketball|Georgia Bulldogs Basketball|NA|NA| 25|  42|   156|NCAA BB|College Basketball| 907
ncaa_basketball|07:00 pm|2022-11-14|Tampa, FL|Stetson at South Florida|Stetson Hatters at South Florida Bulls Basketball|Yuengling Center|   223|0.391|28.0592| -82.4066|South Florida Bulls Basketball|Stetson Hatters Basketball|NA|NA| 14|  60|   409|NCAA BB|College Basketball| 908
ncaa_basketball|07:00 pm|2022-11-29|Bowling Green, OH|Queens Royals at Bowling Green Falcons Basketball|Queens Royals at Bowling Green Falcons Basketball|Stroh Center|  7484|0.253|41.3752| -83.6262|Bowling Green Falcons Basketball|Queens Royals Basketball|NA|NA| 20|  21|    31|NCAA BB|College Basketball| 909
ncaa_basketball|07:00 pm|2022-12-06|Fort Worth, TX|Jackson State at TCU|Jackson State Tigers at TCU Horned Frogs Basketball|Ed and Rae Schollmaier Arena|  4245|0.421|32.7093| -97.3652|TCU Horned Frogs Basketball|Jackson State Tigers Basketball|NA|NA|  5|  29|   142|NCAA BB|College Basketball| 910
ncaa_basketball|04:00 pm|2022-11-12|Kingston, RI|Texas State at Rhode Island|Texas State Bobcats at Rhode Island Rams Basketball|Ryan Center|  1313|0.390|41.4882| -71.5366|Rhode Island Rams Basketball|Texas State Bobcats Basketball|NA|NA| 12|  47|   169|NCAA BB|College Basketball| 911
ncaa_basketball|07:30 pm|2022-12-13|Seattle, WA|Cal Poly at Washington|Cal Poly Mustangs at Washington Huskies Basketball|Alaska Airlines Arena at Hec Edmundson Pavilion|  3440|0.482|47.6521|-122.3020|Washington Huskies Basketball|Cal Poly Mustangs Basketball|NA|NA| 10|  40|   194|NCAA BB|College Basketball| 912
ncaa_basketball|07:00 pm|2022-11-22|Logan, UT|Oral Roberts at Utah State|Oral Roberts Golden Eagles at Utah State Aggies Basketball|Dee Glen Smith Spectrum|  4172|0.251|41.7529|-111.8070|Utah State Aggies Basketball|Oral Roberts Golden Eagles Basketball|NA|NA| 32|  47|    64|NCAA BB|College Basketball| 913
ncaa_basketball|07:00 pm|2022-11-26|Norfolk, VA|East Carolina at Old Dominion|East Carolina Pirates at Old Dominion Monarchs Basketball|Chartway Arena at the Ted Constant Convocation Center|  3692|0.388|36.8841| -76.3014|Old Dominion Monarchs Basketball|East Carolina Pirates Basketball|NA|NA| 62|  71|    88|NCAA BB|College Basketball| 914
ncaa_basketball|01:00 pm|2022-11-20|Uncasville, CT|Basketball Hall of Fame Tip-Off|Basketball Hall of Fame Tip-Off|Mohegan Sun Arena|    92|0.481|41.4917| -72.0909|Basketball Hall of Fame Tip-Off|Miami Hurricanes Basketball|Providence Friars Basketball|Saint Louis Billikens Basketball| 28| 120|   745|NCAA BB|College Basketball| 915
ncaa_basketball|06:00 pm|2022-11-28|New Orleans, LA|University of Louisiana Monroe at Tulane|Louisiana Monroe Warhawks at Tulane Green Wave Basketball|Devlin Fieldhouse|  3473|0.250|29.9404| -90.0884|Tulane Green Wave Basketball|Louisiana Monroe Warhawks Basketball|NA|NA| 15|  53|    61|NCAA BB|College Basketball| 916
ncaa_basketball|07:00 pm|2022-11-30|Lewisburg, PA|Saint Francis U at Bucknell|Saint Francis (PA) Red Flash at Bucknell Bison Basketball|Sojka Pavilion|  4222|0.388|40.9570| -76.8849|Bucknell Bison Basketball|Saint Francis (PA) Red Flash Basketball|NA|NA| 35|  39|    44|NCAA BB|College Basketball| 917
ncaa_basketball|07:00 pm|2022-11-10|Lubbock, TX|Texas Southern at Texas Tech|Texas Southern Tigers at Texas Tech Red Raiders Basketball|United Supermarkets Arena|  3484|0.387|33.5813|-101.8870|Texas Tech Red Raiders Basketball|Texas Southern Tigers Basketball|NA|NA|  6|  43|   215|NCAA BB|College Basketball| 918
ncaa_basketball|05:00 pm|2022-11-19|Denton, TX|Fresno State at North Texas|Fresno State Bulldogs at North Texas Mean Green Basketball|UNT Coliseum (Super Pit)|  4159|0.480|33.2086| -97.1541|North Texas Mean Green Basketball|Fresno State Bulldogs Basketball|NA|NA| 23|  36|    54|NCAA BB|College Basketball| 919
ncaa_basketball|03:00 pm|2022-12-03|Philadelphia, PA|La Salle at Penn|La Salle Explorers at Pennsylvania Quakers Basketball|The Palestra|  3490|0.480|39.9514| -75.1887|Pennsylvania Quakers Basketball|La Salle Explorers Basketball|NA|NA| 40|  67|   119|NCAA BB|College Basketball| 920
ncaa_basketball|01:00 pm|2022-12-04|Normal, IL|Belmont at Illinois State|Belmont Bruins at Illinois State Redbirds Basketball|Redbird Arena|  2147|0.387|40.5099| -88.9975|Illinois State Redbirds Basketball|Belmont Bruins Basketball|NA|NA| 37|  37|    52|NCAA BB|College Basketball| 921
ncaa_basketball|07:00 pm|2022-11-17|Richmond, VA|Wichita State at Richmond|Wichita State Shockers at Richmond Spiders Basketball|Robins Center|  3470|0.387|37.5806| -77.5388|Richmond Spiders Basketball|Wichita State Shockers Basketball|NA|NA| 21|  32|   160|NCAA BB|College Basketball| 922
ncaa_basketball|04:00 pm|2022-12-10|Washington, DC|American University at George Washington|American University Eagles at George Washington Colonials Basketball|Charles E. Smith Center|  3350|0.386|38.8978| -77.0493|George Washington Colonials Basketball|American University Eagles Basketball|NA|NA| 22|  62|   293|NCAA BB|College Basketball| 923
ncaa_basketball|02:00 pm|2022-12-17|Starkville, MS|Nicholls at Mississippi State|Nicholls State Colonels at Mississippi State Bulldogs Basketball|Humphrey Coliseum|  3433|0.386|33.4595| -88.7896|Mississippi State Bulldogs Basketball|Nicholls State Colonels Basketball|NA|NA|  6|  37|   188|NCAA BB|College Basketball| 924
ncaa_basketball|09:00 pm|2022-11-30|Washington, DC|South Carolina at George Washington|South Carolina Gamecocks at George Washington Colonials Basketball|Charles E. Smith Center|  3350|0.386|38.8978| -77.0493|George Washington Colonials Basketball|South Carolina Gamecocks Basketball|NA|NA| 27|  48|   113|NCAA BB|College Basketball| 925
ncaa_basketball|06:00 pm|2022-11-23|Columbia, MO|Coastal Carolina at Missouri|Coastal Carolina Chanticleers at Missouri Tigers Basketball|Mizzou Arena|  3461|0.478|38.9325| -92.3338|Missouri Tigers Basketball|Coastal Carolina Chanticleers Basketball|NA|NA|  8|  18|  6330|NCAA BB|College Basketball| 926
ncaa_basketball|08:00 pm|2022-11-17|Atlanta, GA|Northern Illinois at Georgia Tech|Northern Illinois Huskies at Georgia Tech Yellow Jackets Basketball|McCamish Pavilion|  3425|0.478|33.7807| -84.3936|Georgia Tech Yellow Jackets Basketball|Northern Illinois Huskies Basketball|NA|NA| 15|  39|   131|NCAA BB|College Basketball| 927
ncaa_basketball|02:00 pm|2022-12-03|Murfreesboro, TN|Maryville (MO) at Middle Tennessee|Maryville Saints at Middle Tennessee Blue Raiders Basketball|Murphy Center|  4203|0.384|35.8520| -86.3620|Middle Tennessee Blue Raiders Basketball|Maryville Saints Basketball|NA|NA| 37|  56|    64|NCAA BB|College Basketball| 928
ncaa_basketball|02:30 pm|2022-12-03|Fort Collins, CO|Northern Colorado at Colorado State|Northern Colorado Bears at Colorado State Rams Basketball|Moby Arena|  4169|0.384|40.5756|-105.0840|Colorado State Rams Basketball|Northern Colorado Bears Basketball|NA|NA| 35|  35|    64|NCAA BB|College Basketball| 929
ncaa_basketball|02:00 pm|2022-11-26|Lewisburg, PA|Marist at Bucknell|Marist Red Foxes at Bucknell Bison Basketball|Sojka Pavilion|  4222|0.383|40.9570| -76.8849|Bucknell Bison Basketball|Marist Red Foxes Basketball|NA|NA| 35|  39|    44|NCAA BB|College Basketball| 930
ncaa_basketball|03:00 pm|2022-11-12|Las Vegas, NV|UIW at UNLV|Incarnate Word Cardinals at UNLV Rebels Basketball|Thomas and Mack Center|   950|0.476|36.1052|-115.1440|UNLV Rebels Basketball|Incarnate Word Cardinals Basketball|NA|NA| 20|  42|   231|NCAA BB|College Basketball| 931
ncaa_basketball|05:30 pm|2022-12-10|Portland, OR|New Orleans at Portland|New Orleans Privateers at Portland Pilots Basketball|Chiles Center|  5169|0.382|45.5736|-122.7280|Portland Pilots Basketball|New Orleans Privateers Basketball|NA|NA| 20|  51|    72|NCAA BB|College Basketball| 932
ncaa_basketball|07:00 pm|2022-11-10|University Park, PA|Loyola Maryland at Penn State|Loyola Maryland Greyhounds at Penn State Nittany Lions Basketball|Bryce Jordan Center|   108|0.382|40.8099| -77.8562|Penn State Nittany Lions Basketball|Loyola Maryland Greyhounds Basketball|NA|NA| 11|  46|   174|NCAA BB|College Basketball| 933
ncaa_basketball|05:00 pm|2022-11-10|Houston, TX|St. Thomas (TX) at Rice|St. Thomas (TX) Celts at Rice Owls Basketball|Tudor Fieldhouse|  3434|0.235|29.7163| -95.4049|Rice Owls Basketball|St. Thomas (TX) Celts Basketball|NA|NA| 37|  52|    70|NCAA BB|College Basketball| 934
ncaa_basketball|03:30 am|2022-12-17|Sunrise, FL|AutoNation Orange Bowl Basketball Classic: St. John's vs Florida St & Missouri vs UCF|AutoNation Orange Bowl Basketball Classic: St. John's vs Florida St & Missouri vs UCF|FLA Live Arena|   126|0.726|26.1585| -80.3255|Orange Bowl Basketball Classic|Missouri Tigers Basketball|UCF Knights Basketball|Florida State Seminoles Basketball| 38|  75|   763|NCAA BB|College Basketball| 935
ncaa_basketball|07:00 pm|2022-11-17|San Antonio, TX|Texas State at UTSA|Texas State Bobcats at UTSA Roadrunners Basketball|UTSA Convocation Center|  4145|0.381|29.5824| -98.6215|UTSA Roadrunners Basketball|Texas State Bobcats Basketball|NA|NA| 29|  30|    53|NCAA BB|College Basketball| 936
ncaa_basketball|12:00 pm|2022-12-03|Notre Dame, IN|Syracuse at Notre Dame|Syracuse Orange at Notre Dame Fighting Irish Basketball|Purcell Pavilion at the Joyce Center|  3453|0.726|41.6972| -86.2313|Notre Dame Fighting Irish Basketball|Syracuse Orange Basketball|NA|NA| 50|  80|   203|NCAA BB|College Basketball| 937
ncaa_basketball|01:00 pm|2022-12-18|Baltimore, MD|William & Mary at UMBC|William & Mary Tribe at UMBC Retrievers Basketball|Chesapeake Employers Insurance Arena|437845|0.381|39.2556| -76.7110|UMBC Retrievers Basketball|William & Mary Tribe Basketball|NA|NA| 32|  75|   326|NCAA BB|College Basketball| 938
ncaa_basketball|07:00 pm|2022-11-16|Houston, TX|Texas Southern at Houston|Texas Southern Tigers at Houston Cougars Basketball|Fertitta Center|  3489|0.380|29.7247| -95.3469|Houston Cougars Basketball|Texas Southern Tigers Basketball|NA|NA| 10|  29|   106|NCAA BB|College Basketball| 939
ncaa_basketball|09:30 pm|2022-11-29|Ann Arbor, MI|Virginia at Michigan|Virginia Cavaliers at Michigan Wolverines Basketball|Crisler Center|  3450|0.726|42.2650| -83.7467|Michigan Wolverines Basketball|Virginia Cavaliers Basketball|NA|NA| 25|  50|  1269|NCAA BB|College Basketball| 940
ncaa_basketball|07:00 pm|2022-12-16|Saint Bonaventure, NY|FGCU at St. Bonaventure|Florida Gulf Coast Eagles at St. Bonaventure Bonnies Basketball|Reilly Center|  3476|0.380|42.0806| -78.4829|St. Bonaventure Bonnies Basketball|Florida Gulf Coast Eagles Basketball|NA|NA| 59|  70|    99|NCAA BB|College Basketball| 941
ncaa_basketball|01:00 pm|2022-12-03|Philadelphia, PA|VCU at Temple|VCU Rams at Temple Owls Basketball|Liacouras Center|  3430|0.593|39.9799| -75.1586|Temple Owls Basketball|VCU Rams Basketball|NA|NA| 35|  44|   109|NCAA BB|College Basketball| 942
ncaa_basketball|01:00 pm|2022-12-10|Philadelphia, PA|Temple at Penn|Temple Owls at Pennsylvania Quakers Basketball|The Palestra|  3490|0.593|39.9514| -75.1887|Pennsylvania Quakers Basketball|Temple Owls Basketball|NA|NA| 26|  67|   164|NCAA BB|College Basketball| 943
ncaa_basketball|07:00 pm|2022-12-10|Lafayette, LA|Samford at Louisiana|Samford Bulldogs at Louisiana Ragin' Cajuns Basketball|Cajundome|   113|0.378|30.2184| -92.0389|Louisiana Ragin' Cajuns Basketball|Samford Bulldogs Basketball|NA|NA| 29|  63|    75|NCAA BB|College Basketball| 944
ncaa_basketball|04:00 pm|2022-11-13|Fairfax, VA|American University at George Mason|American University Eagles at George Mason Patriots Basketball|EagleBank Arena|   804|0.377|38.8462| -77.3064|George Mason Patriots Basketball|American University Eagles Basketball|NA|NA| 30|  50|   389|NCAA BB|College Basketball| 945
ncaa_basketball|07:00 pm|2022-12-13|Murray, KY|Chicago State at Murray State|Chicago State Cougars at Murray State Racers Basketball|CFSB Center|  4142|0.377|36.6103| -88.3148|Murray State Racers Basketball|Chicago State Cougars Basketball|NA|NA| 37|  59|   220|NCAA BB|College Basketball| 946
ncaa_basketball|07:00 pm|2022-11-15|Coral Gables, FL|Florida A&M at Miami (FL)|Florida A&M Rattlers at Miami Hurricanes Basketball|Watsco Center|  2057|0.377|25.7148| -80.2789|Miami Hurricanes Basketball|Florida A&M Rattlers Basketball|NA|NA|  8|  15|   448|NCAA BB|College Basketball| 947
ncaa_basketball|06:00 pm|2022-11-11|Greeley, CO|Texas A&M-Commerce at Northern Colorado|Texas A&M-Commerce Lions at Northern Colorado Bears Basketball|Bank of Colorado Arena|  4227|0.291|40.4022|-104.7030|Northern Colorado Bears Basketball|Texas A&M-Commerce Lions Basketball|NA|NA| 25|  25|    59|NCAA BB|College Basketball| 948
ncaa_basketball|07:00 pm|2022-11-12|Atlanta, GA|Georgia Tech at Georgia State|Georgia Tech Yellow Jackets at Georgia State Panthers Basketball|GSU Sports Arena|  4257|0.376|33.7517| -84.3863|Georgia State Panthers Basketball|Georgia Tech Yellow Jackets Basketball|NA|NA| 33|  33|    33|NCAA BB|College Basketball| 949
ncaa_basketball|02:00 pm|2022-11-12|Highland Heights, KY|Cincinnati Clermont Cougars at Northern Kentucky Norse Basketball|Cincinnati Clermont Cougars at Northern Kentucky Norse Basketball|Truist Arena|  1350|0.376|39.0320| -84.4591|Northern Kentucky Norse Basketball|NA|NA|NA| 28|  43|   142|NCAA BB|College Basketball| 950
ncaa_basketball|08:00 pm|2022-12-08|Salt Lake City, UT|Jacksonville State Gamecocks at Utah Utes Basketball|Jacksonville State Gamecocks at Utah Utes Basketball|Jon M. Huntsman Center|  4255|0.376|40.7621|-111.8390|Utah Utes Basketball|Jacksonville State Gamecocks Basketball|NA|NA|  9|  35|   129|NCAA BB|College Basketball| 951
ncaa_basketball|07:00 pm|2022-11-11|Gainesville, FL|Kennesaw State at Florida|Kennesaw State Owls at Florida Gators Basketball|Exactech Arena at the Stephen C. O'Connell Center|  3459|0.589|29.6494| -82.3512|Florida Gators Basketball|Kennesaw State Owls Basketball|NA|NA| 10|  50|   199|NCAA BB|College Basketball| 952
ncaa_basketball|05:00 pm|2022-11-19|Portland, OR|Seattle at Portland|Seattle Redhawks at Portland Pilots Basketball|Chiles Center|  5169|0.376|45.5736|-122.7280|Portland Pilots Basketball|Seattle Redhawks Basketball|NA|NA| 20|  43|    72|NCAA BB|College Basketball| 953
ncaa_basketball|03:30 am|2022-12-17|Provo, UT|Utah Utes at BYU Cougars Basketball|Utah Utes at BYU Cougars Basketball|Marriott Center|  4134|0.588|40.2541|-111.6490|BYU Cougars Basketball|Utah Utes Basketball|NA|NA| 39|  96|   600|NCAA BB|College Basketball| 954
ncaa_basketball|06:30 pm|2022-12-01|Salt Lake City, UT|Arizona Wildcats at Utah Utes Basketball|Arizona Wildcats at Utah Utes Basketball|Jon M. Huntsman Center|  4255|0.588|40.7621|-111.8390|Utah Utes Basketball|Arizona Wildcats Basketball|NA|NA| 24|  45|   227|NCAA BB|College Basketball| 955
ncaa_basketball|12:00 pm|2022-12-17|Piscataway, NJ|Wake Forest at Rutgers|Wake Forest Demon Deacons at Rutgers Scarlet Knights Basketball|Jersey Mike's Arena|  3447|0.588|40.5252| -74.4414|Rutgers Scarlet Knights Basketball|Wake Forest Demon Deacons Basketball|NA|NA| 58|  89|  7735|NCAA BB|College Basketball| 956
ncaa_basketball|04:00 pm|2022-12-17|Blacksburg, VA|Grambling State at Virginia Tech|Grambling Tigers at Virginia Tech Hokies Basketball|Cassell Coliseum|  3460|0.474|37.2230| -80.4196|Virginia Tech Hokies Basketball|Grambling Tigers Basketball|NA|NA| 13|  44|   670|NCAA BB|College Basketball| 957
ncaa_basketball|06:00 pm|2022-12-10|Bowling Green, KY|Wright State at Western Kentucky|Wright State Raiders at Western Kentucky Hilltoppers Basketball|Diddle Arena|  4264|0.374|36.9538| -86.3982|Western Kentucky Hilltoppers Basketball|Wright State Raiders Basketball|NA|NA| 15|  66|    93|NCAA BB|College Basketball| 958
ncaa_basketball|06:00 pm|2022-11-26|Green Bay, WI|UIC at Green Bay|UIC Flames at Green Bay Phoenix Basketball|Kress Events Center|  6640|0.374|44.5322| -87.9217|Green Bay Phoenix Basketball|UIC Flames Basketball|NA|NA| 60|  60|    76|NCAA BB|College Basketball| 959
ncaa_basketball|06:00 pm|2022-12-14|Eugene, OR|Oregon Ducks Men's Basketball vs. UC Riverside Men's Basketball|Oregon Ducks Men's Basketball vs. UC Riverside Men's Basketball|Matthew Knight Arena|  3454|0.473|44.0449|-123.0660|Oregon Ducks Basketball|NA|NA|NA| 18|  57|   484|NCAA BB|College Basketball| 960
ncaa_basketball|07:00 pm|2022-12-13|Boise, ID|New Orleans Privateers at Boise State Broncos Basketball|New Orleans Privateers at Boise State Broncos Basketball|ExtraMile Arena|   336|0.373|43.6050|-116.2070|Boise State Broncos Basketball|New Orleans Privateers Basketball|NA|NA| 28|  46|    99|NCAA BB|College Basketball| 961
ncaa_basketball|02:00 pm|2022-12-10|Tulsa, OK|Central Michigan Chippewas at Tulsa Golden Hurricane Basketball|Central Michigan Chippewas at Tulsa Golden Hurricane Basketball|Reynolds Center|  3449|0.373|36.1490| -95.9421|Tulsa Golden Hurricane Basketball|Central Michigan Chippewas Basketball|NA|NA| 85|  86|    88|NCAA BB|College Basketball| 962
ncaa_basketball|07:00 pm|2022-12-07|Berkeley, CA|Eastern Washington at California|Eastern Washington Eagles at California Golden Bears Basketball|Haas Pavilion|  3436|0.472|37.8694|-122.2620|California Golden Bears Basketball|Eastern Washington Eagles Basketball|NA|NA| 23|  54|   141|NCAA BB|College Basketball| 963
