league|time|date|city|title|full|venue|ven_id|score|lat|long|t1|t2|t3|t4|low|med|high|name|xname|id
ncaa_football|12:00 pm|2022-11-19|Bozeman, MT|Montana at Montana State|Montana Grizzlies at Montana State Bobcats Football|Bobcat Stadium - MT|  3718|0.650|45.6585|-111.0500|Montana State Bobcats Football|Montana Grizzlies Football|NA|NA|330| 637|  1287|NCAA FB|College Football| 106
ncaa_football|07:30 pm|2022-11-19|Reno, NV|Fresno State at Nevada|Fresno State Bulldogs at Nevada Wolf Pack Football|Mackay Stadium|  2736|0.590|39.5441|-119.8160|Nevada Wolf Pack Football|Fresno State Bulldogs Football|NA|NA| 22|  55|   246|NCAA FB|College Football| 107
ncaa_football|12:00 pm|2022-11-26|Columbus, OH|Michigan at Ohio State|Michigan Wolverines at Ohio State Buckeyes Football|Ohio Stadium|  2739|0.979|40.0032| -83.0195|Ohio State Buckeyes Football|Michigan Wolverines Football|NA|NA|501|1009|  9821|NCAA FB|College Football| 108
ncaa_football|03:30 pm|2022-11-12|Clemson, SC|Louisville at |||NA|NA|NA|NA|||||NA|NA|NA||| 109
ncaa_football|03:30 am|2022-11-19|Orlando, FL|Florida A&M at Bethune-Cookman|Florida A&M Rattlers at Bethune-Cookman Wildcats Football|Camping World Stadium|  3721|0.649|28.5378| -81.4016|Bethune-Cookman Wildcats Football|Florida A&M Rattlers Football|NA|NA| 55|  99|  1013|NCAA FB|College Football| 110
ncaa_football|01:00 pm|2022-11-12|Murray, KY|Robert Morris at Murray State|Robert Morris Colonials at Murray State Racers Football|Roy Stewart Stadium|  6010|0.475|36.6227| -88.3200|Murray State Racers Football|Robert Morris Colonials Football|NA|NA| 29|  65|   223|NCAA FB|College Football| 111
ncaa_football|03:30 am|2022-11-19|Norman, OK|Oklahoma State at Oklahoma|Oklahoma State Cowboys at Oklahoma Sooners Football|Gaylord Family Oklahoma Memorial Stadium|    42|0.871|35.2076| -97.4633|Oklahoma Sooners Football|Oklahoma State Cowboys Football|NA|NA|173| 275|  1009|NCAA FB|College Football| 112
ncaa_football|02:00 pm|2022-11-12|Las Cruces, NM|Lamar at New Mexico State|Lamar Cardinals at New Mexico State Aggies Football|Aggie Memorial Stadium|  2822|0.379|32.2816|-106.7420|New Mexico State Aggies Football|Lamar Cardinals Football|NA|NA| 34|  34|    63|NCAA FB|College Football| 113
ncaa_football|12:30 pm|2022-12-17|Inglewood, CA|Jimmy Kimmel LA Bowl|Jimmy Kimmel LA Bowl|SoFi Stadium|487036|0.503|33.9535|-118.3390|Jimmy Kimmel LA Bowl|College Football Bowl Games|NA|NA| 62| 139|  1843|NCAA FB|College Football| 114
ncaa_football|12:00 pm|2022-11-12|Knoxville, TN|Missouri at |||NA|NA|NA|NA|||||NA|NA|NA||| 115
ncaa_football|03:30 am|2022-11-26|Houston, TX|Tulsa at Houston|Tulsa Golden Hurricane at Houston Cougars Football|TDECU Stadium|  1359|0.592|29.7235| -95.3477|Houston Cougars Football|Tulsa Golden Hurricane Football|NA|NA| 17|  50|   386|NCAA FB|College Football| 116
ncaa_football|03:30 am|2022-11-26|College Station, TX|LSU at Texas A&M|LSU Tigers at Texas A&M Aggies Football|Kyle Field|  2754|0.931|30.6041| -96.3388|Texas A&M Aggies Football|LSU Tigers Football|NA|NA|114| 240|  2138|NCAA FB|College Football| 117
ncaa_football|12:15 pm|2022-12-17|Albuquerque, NM|New Mexico Bowl|New Mexico Bowl|University Stadium (NM)|  2807|0.413|35.0655|-106.6300|New Mexico Bowl|College Football Bowl Games|NA|NA| 55|  85|    92|NCAA FB|College Football| 118
ncaa_football|06:00 pm|2022-11-26|Miami, FL|Middle Tennessee at FIU|Middle Tennessee Blue Raiders at Florida International Panthers Football|FIU Stadium|  2821|0.473|25.7572| -80.3758|Florida International Panthers Football|Middle Tennessee Blue Raiders Football|NA|NA| 18|  55|   255|NCAA FB|College Football| 119
ncaa_football|07:00 pm|2022-11-15|Muncie, IN|Ohio at Ball State|Ohio Bobcats at Ball State Cardinals Football|Scheumann Stadium|  2737|0.373|40.1718| -85.3658|Ball State Cardinals Football|Ohio Bobcats Football|NA|NA| 21|  42|   222|NCAA FB|College Football| 120
ncaa_football|02:00 pm|2022-11-12|Alcorn State, MS|Bethune-Cookman at Alcorn State|Bethune-Cookman Wildcats at Alcorn State Braves Football|Jack Spinks Stadium|470681|0.585|31.8742| -91.1373|Alcorn State Braves Football|Bethune-Cookman Wildcats Football|NA|NA| 57| 119|   187|NCAA FB|College Football| 121
ncaa_football|12:00 pm|2022-11-12|Baltimore, MD||||NA|NA|NA|NA|||||NA|NA|NA||| 122
ncaa_football|03:30 am|2022-11-26|Clemson, SC|South Carolina at Clemson|South Carolina Gamecocks at Clemson Tigers Football|Clemson Memorial Stadium|  2761|0.890|34.6802| -82.8464|Clemson Tigers Football|South Carolina Gamecocks Football|NA|NA|155| 484|  2792|NCAA FB|College Football| 123
ncaa_football|06:00 pm|2022-11-17|Thibodaux, LA|Southeastern Louisiana at Nicholls|Southeastern Louisiana Lions at Nicholls Colonels Football|John L. Guidry Stadium|  5949|0.500|29.7957| -90.8014|Nicholls Colonels Football|Southeastern Louisiana Lions Football|NA|NA| 42|  52|    78|NCAA FB|College Football| 124
ncaa_football|10:00 am|2022-11-25|Boise, ID|Utah State at Boise State|Utah State Aggies at Boise State Broncos Football|Albertsons Stadium|  2834|0.655|43.6026|-116.1960|Boise State Broncos Football|Utah State Aggies Football|NA|NA| 37| 106|   854|NCAA FB|College Football| 125
ncaa_football|12:00 pm|2022-11-26|Boca Raton, FL|Western Kentucky at Florida Atlantic|Western Kentucky Hilltoppers at Florida Atlantic Owls Football|FAU Stadium|  5895|0.503|26.3738| -80.1019|Florida Atlantic Owls Football|Western Kentucky Hilltoppers Football|NA|NA| 17|  35|   398|NCAA FB|College Football| 126
ncaa_football|03:30 am|2022-11-19|Pasadena, CA|USC at UCLA|USC Trojans at UCLA Bruins Football|Rose Bowl|    45|0.888|34.1590|-118.1680|UCLA Bruins Football|USC Trojans Football|NA|NA|201| 364|  6055|NCAA FB|College Football| 127
ncaa_football|03:30 am|2022-11-26|Fort Worth, TX|Iowa State at TCU|Iowa State Cyclones at TCU Horned Frogs Football|Amon G. Carter Stadium|  2803|0.816|32.7097| -97.3682|TCU Horned Frogs Football|Iowa State Cyclones Football|NA|NA| 47|  91|   918|NCAA FB|College Football| 128
ncaa_football|03:30 am|2022-11-26|Manhattan, KS|Kansas at Kansas State|Kansas Jayhawks at Kansas State Wildcats Football|Bill Snyder Family Stadium|  2783|0.773|39.2040| -96.5926|Kansas State Wildcats Football|Kansas Jayhawks Football|NA|NA|231| 318|  1140|NCAA FB|College Football| 129
ncaa_football|03:30 am|2022-11-26|University Park, PA|Michigan State at Penn State|Michigan State Spartans at Penn State Nittany Lions Football|Beaver Stadium|  2773|0.858|40.8125| -77.8562|Penn State Nittany Lions Football|Michigan State Spartans Football|NA|NA| 29| 136|  1436|NCAA FB|College Football| 130
ncaa_football|03:30 am|2022-11-19|Lawrence, KS|Texas at Kansas|Texas Longhorns at Kansas Jayhawks Football|David Booth Kansas Memorial Stadium|  2786|0.743|38.9643| -95.2468|Kansas Jayhawks Football|Texas Longhorns Football|NA|NA| 35|  79|  6155|NCAA FB|College Football| 131
ncaa_football|01:00 pm|2022-11-19|Terre Haute, IN|Missouri State Bears at Indiana State Sycamores Football|Missouri State Bears at Indiana State Sycamores Football|Memorial Stadium Indiana State|  5924|0.511|39.4730| -87.4110|Indiana State Sycamores Football|Missouri State Bears Football|NA|NA| 37|  54|    89|NCAA FB|College Football| 132
ncaa_football|01:00 pm|2022-11-19|Vermillion, SD|UNI at South Dakota|Northern Iowa Panthers at South Dakota Coyotes Football|DakotaDome|  5941|0.576|42.7920| -96.9292|South Dakota Coyotes Football|Northern Iowa Panthers Football|NA|NA| 18|  56|    79|NCAA FB|College Football| 133
ncaa_football|03:30 am|2022-11-26|Corvallis, OR|Oregon at Oregon State|Oregon Ducks at Oregon State Beavers Football|Reser Stadium|  2832|0.854|44.5581|-123.2790|Oregon State Beavers Football|Oregon Ducks Football|NA|NA|278| 332|  1379|NCAA FB|College Football| 134
ncaa_football|08:00 pm|2022-11-19|Winston-Salem, NC|Syracuse at Wake Forest|Syracuse Orange at Wake Forest Demon Deacons Football|Truist Field at Wake Forest|  2743|0.635|36.1288| -80.2558|Wake Forest Demon Deacons Football|Syracuse Orange Football|NA|NA| 40|  90|   245|NCAA FB|College Football| 135
ncaa_football|02:30 pm|2022-11-12|Iowa City, IA|Wisconsin at Iowa|Wisconsin Badgers at Iowa Hawkeyes Football|Kinnick Stadium|  2758|0.853|41.6590| -91.5541|Iowa Hawkeyes Football|Wisconsin Badgers Football|NA|NA| 75| 112|   580|NCAA FB|College Football| 136
ncaa_football|01:00 pm|2022-11-12|Carbondale, IL|North Dakota State at Southern Illinois|North Dakota State Bison at Southern Illinois Salukis Football|Saluki Stadium|  8488|0.536|37.7100| -89.2200|Southern Illinois Salukis Football|North Dakota State Bison Football|NA|NA| 24|  43|   126|NCAA FB|College Football| 137
ncaa_football|03:30 am|2022-11-19|Columbia, SC|Tennessee at South Carolina|Tennessee Volunteers at South Carolina Gamecocks Football|Williams-Brice Stadium|  2740|0.853|33.9730| -81.0191|South Carolina Gamecocks Football|Tennessee Volunteers Football|NA|NA|116| 362|  2069|NCAA FB|College Football| 138
ncaa_football|03:30 am|2022-11-19|College Park, MD|Ohio State at Maryland|Ohio State Buckeyes at Maryland Terrapins Football|SECU Stadium|  2525|0.853|38.9903| -76.9472|Maryland Terrapins Football|Ohio State Buckeyes Football|NA|NA| 94| 195|   724|NCAA FB|College Football| 139
ncaa_football|04:00 pm|2022-12-03|Atlanta, GA|SEC Football Championship|SEC Football Championship|Mercedes-Benz Stadium|419590|0.852|33.7556| -84.4024|SEC Football Championship|NA|NA|NA|441|1608| 18719|NCAA FB|College Football| 140
ncaa_football|03:00 pm|2022-11-25|Iowa City, IA|Nebraska at Iowa|Nebraska Cornhuskers at Iowa Hawkeyes Football|Kinnick Stadium|  2758|0.852|41.6590| -91.5541|Iowa Hawkeyes Football|Nebraska Cornhuskers Football|NA|NA| 60| 114|   688|NCAA FB|College Football| 141
ncaa_football|12:00 pm|2022-12-03|Detroit, MI|MAC Football Championship|MAC Football Championship|Ford Field|   346|0.495|42.3400| -83.0459|MAC Football Championship|NA|NA|NA| 31|  43|  1234|NCAA FB|College Football| 142
ncaa_football|12:00 pm|2022-11-12|Columbus, OH|Indiana at |||NA|NA|NA|NA|||||NA|NA|NA||| 143
ncaa_football|11:00 am|2022-11-19|Nashville, TN|Florida at Vanderbilt|Florida Gators at Vanderbilt Commodores Football|FirstBank Stadium|  2753|0.801|36.1437| -86.8091|Vanderbilt Commodores Football|Florida Gators Football|NA|NA| 53|  98|   215|NCAA FB|College Football| 144
ncaa_football|04:00 pm|2022-11-12|Gainesville, FL|South Carolina at Florida|South Carolina Gamecocks at Florida Gators Football|Ben Hill Griffin Stadium|  2770|0.849|29.6499| -82.3486|Florida Gators Football|South Carolina Gamecocks Football|NA|NA| 64| 153|  1027|NCAA FB|College Football| 145
ncaa_football|07:30 pm|2022-11-12|Pasadena, CA|Arizona at |||NA|NA|NA|NA|||||NA|NA|NA||| 146
ncaa_football|01:00 pm|2022-11-19|Greenville, SC|Wofford at Furman|Wofford Terriers at Furman Paladins Football|Paladin Stadium|  6018|0.493|34.9201| -82.4370|Furman Paladins Football|Wofford Terriers Football|NA|NA| 32|  69|    77|NCAA FB|College Football| 147
ncaa_football|03:30 am|2022-11-19|Eugene, OR|Utah at Oregon|Utah Utes at Oregon Ducks Football|Autzen Stadium|  2763|0.844|44.0582|-123.0690|Oregon Ducks Football|Utah Utes Football|NA|NA| 63| 187|  1326|NCAA FB|College Football| 148
ncaa_football|06:30 pm|2022-11-11|Los Angeles, CA|Colorado at |||NA|NA|NA|NA|||||NA|NA|NA||| 149
ncaa_football|01:00 pm|2022-11-19|Towson, MD|Hampton at Towson|Hampton Pirates at Towson Tigers Football|Johnny Unitas Stadium|  5997|0.363|39.3890| -76.6171|Towson Tigers Football|Hampton Pirates Football|NA|NA| 32|  36|    98|NCAA FB|College Football| 150
ncaa_football|07:00 pm|2022-11-12|Miami, FL|Florida Atlantic at FIU|Florida Atlantic Owls at Florida International Panthers Football|FIU Stadium|  2821|0.411|25.7572| -80.3758|Florida International Panthers Football|Florida Atlantic Owls Football|NA|NA| 57|  61|    76|NCAA FB|College Football| 151
ncaa_football|04:00 pm|2022-11-12|Mobile, AL|Texas State at South Alabama|Texas State Bobcats at South Alabama Jaguars Football|Hancock Whitney Stadium|515496|0.491|30.6967| -88.1910|South Alabama Jaguars Football|Texas State Bobcats Football|NA|NA| 28|  48|   107|NCAA FB|College Football| 152
ncaa_football|03:30 pm|2022-11-12|Ann Arbor, MI|Nebraska at |||NA|NA|NA|NA|||||NA|NA|NA||| 153
ncaa_football|12:30 pm|2022-11-19|Washington, DC|Holy Cross at Georgetown|Holy Cross Crusaders at Georgetown Hoyas Football|Cooper Field|  5938|0.491|38.9080| -77.0753|Georgetown Hoyas Football|Holy Cross Crusaders Football|NA|NA| 31|  47|    61|NCAA FB|College Football| 154
ncaa_football|02:30 pm|2022-11-25|Columbia, MO|Arkansas at Missouri|Arkansas Razorbacks at Missouri Tigers Football|Faurot Field at Memorial Stadium|  2811|0.764|38.9342| -92.3302|Missouri Tigers Football|Arkansas Razorbacks Football|NA|NA| 42|  90|   927|NCAA FB|College Football| 155
ncaa_football|07:30 pm|2022-11-12|San Diego, CA|San Jose State at San Diego State|San Jose State Spartans at San Diego State Aztecs Football|SnapDragon Stadium|520013|0.625|32.7808|-117.1180|San Diego State Aztecs Football|San Jose State Spartans Football|NA|NA| 50| 120|  4781|NCAA FB|College Football| 156
ncaa_football|08:00 pm|2022-11-12|Salt Lake City, UT|Stanford at |||NA|NA|NA|NA|||||NA|NA|NA||| 157
ncaa_football|03:00 pm|2022-11-26|Las Vegas, NV|Nevada at UNLV|Nevada Wolf Pack at UNLV Rebels Football|Allegiant Stadium|514837|0.624|36.0909|-115.1830|UNLV Rebels Football|Nevada Wolf Pack Football|NA|NA| 35|  86|   874|NCAA FB|College Football| 158
ncaa_football|01:00 pm|2022-11-12|Hampton, VA|Elon at Hampton|Elon Phoenix at Hampton Pirates Football|Armstrong Stadium|  6025|0.489|37.0215| -76.3318|Hampton Pirates Football|Elon Phoenix Football|NA|NA| 45|  53|    73|NCAA FB|College Football| 159
ncaa_football|03:30 am|2022-11-26|Madison, WI|Minnesota at Wisconsin|Minnesota Golden Gophers at Wisconsin Badgers Football|Camp Randall Stadium|  2814|0.839|43.0696| -89.4120|Wisconsin Badgers Football|Minnesota Golden Gophers Football|NA|NA| 68| 118| 13057|NCAA FB|College Football| 160
ncaa_football|03:30 pm|2022-11-19|Lexington, KY|Georgia at Kentucky|Georgia Bulldogs at Kentucky Wildcats Football|Kroger Field|  2810|0.839|38.0233| -84.5062|Kentucky Wildcats Football|Georgia Bulldogs Football|NA|NA|101| 389| 11324|NCAA FB|College Football| 161
ncaa_football|11:00 am|2022-11-19|College Station, TX|Massachusetts at Texas A&M|UMass Minutemen at Texas A&M Aggies Football|Kyle Field|  2754|0.839|30.6041| -96.3388|Texas A&M Aggies Football|UMass Minutemen Football|NA|NA| 43|  98| 12404|NCAA FB|College Football| 162
ncaa_football|01:00 pm|2022-11-12|Stony Brook, NY|Towson at Stony Brook|Towson Tigers at Stony Brook Seawolves Football|Kenneth P LaValle Stadium|  5914|0.487|40.9192| -73.1296|Stony Brook Seawolves Football|Towson Tigers Football|NA|NA| 23|  36|    60|NCAA FB|College Football| 163
ncaa_football|11:00 am|2022-11-12|Fayetteville, AR||||NA|NA|NA|NA|||||NA|NA|NA||| 164
ncaa_football|02:00 pm|2022-11-12|Pine Bluff, AR|Prairie View A&M at Arkansas-Pine Bluff|Prairie View A&M Panthers at Arkansas Pine Bluff Golden Lions Football|Simmons Bank Field|  6024|0.525|34.2532| -92.0202|Arkansas Pine Bluff Golden Lions Football|Prairie View A&M Panthers Football|NA|NA| 66|  65|    68|NCAA FB|College Football| 165
ncaa_football|01:00 pm|2022-11-12|Norfolk, VA|James Madison at Old Dominion|James Madison Dukes at Old Dominion Monarchs Football|Kornblau Field at S.B. Ballard Stadium|  6002|0.638|36.8889| -76.3030|Old Dominion Monarchs Football|James Madison Dukes Football|NA|NA|142| 182|   328|NCAA FB|College Football| 166
ncaa_football|12:00 pm|2022-11-12|Morgantown, WV|Oklahoma at West Virginia|Oklahoma Sooners at West Virginia Mountaineers Football|Mountaineer Field|  2775|0.859|39.6497| -79.9527|West Virginia Mountaineers Football|Oklahoma Sooners Football|NA|NA| 76| 107|   301|NCAA FB|College Football| 167
ncaa_football|12:30 pm|2022-11-19|Easton, PA|Lehigh at Lafayette|Lehigh Mountain Hawks at Lafayette Leopards Football|Fisher Field at Fisher Stadium|  5932|0.736|40.6998| -75.2084|Lafayette Leopards Football|Lehigh Mountain Hawks Football|NA|NA| 66|  82|   255|NCAA FB|College Football| 168
ncaa_football|03:30 am|2022-11-19|Fayetteville, AR|Ole Miss at Arkansas|Ole Miss Rebels at Arkansas Razorbacks Football|Razorback Stadium|  2750|0.835|36.0680| -94.1786|Arkansas Razorbacks Football|Ole Miss Rebels Football|NA|NA| 37| 148|   659|NCAA FB|College Football| 169
ncaa_football|03:30 pm|2022-11-12|University Park, PA|Maryland at |||NA|NA|NA|NA|||||NA|NA|NA||| 170
ncaa_football|01:00 pm|2022-11-12|Buies Creek, NC|Gardner-Webb at Campbell|Gardner-Webb Runnin' Bulldogs at Campbell Fighting Camels Football|Barker-Lane Stadium|  6030|0.524|35.4018| -78.7446|Campbell Fighting Camels Football|Gardner-Webb Runnin' Bulldogs Football|NA|NA| 23|  48|    74|NCAA FB|College Football| 171
ncaa_football|12:00 pm|2022-11-12|East Hartford, CT|Liberty at Connecticut|Liberty Flames at UConn Huskies Football|Pratt & Whitney Stadium at Rentschler Field|  2456|0.617|41.7632| -72.6186|UConn Huskies Football|Liberty Flames Football|NA|NA| 17|  41|   151|NCAA FB|College Football| 172
ncaa_football|01:00 pm|2022-11-12|Bowling Green, KY|Rice at Western Kentucky|Rice Owls at Western Kentucky Hilltoppers Football	|Houchens Industries-LT Smith Stadium|  2823|0.458|36.9847| -86.4594|Western Kentucky Hilltoppers Football|Rice Owls Football|NA|NA| 17|  36|    97|NCAA FB|College Football| 173
ncaa_football|07:00 pm|2022-11-22|Athens, OH|Bowling Green at Ohio|Bowling Green Falcons at Ohio Bobcats Football|Peden Stadium|  2794|0.458|39.3215| -82.1048|Ohio Bobcats Football|Bowling Green Falcons Football|NA|NA| 11|  33|    89|NCAA FB|College Football| 174
ncaa_football|03:30 am|2022-11-19|Lincoln, NE|Wisconsin at Nebraska|Wisconsin Badgers at Nebraska Cornhuskers Football|Memorial Stadium Nebraska|  5162|0.832|40.8207| -96.7056|Nebraska Cornhuskers Football|Wisconsin Badgers Football|NA|NA| 44| 114|  2519|NCAA FB|College Football| 175
ncaa_football|03:30 am|2022-11-26|Philadelphia, PA|East Carolina at Temple|East Carolina Pirates at Temple Owls Football|Lincoln Financial Field|   330|0.616|39.9008| -75.1675|Temple Owls Football|East Carolina Pirates Football|NA|NA| 18|  61|   122|NCAA FB|College Football| 176
ncaa_football|03:30 am|2022-11-16|Dekalb, IL|Miami (OH) at Northern Illinois|Miami (OH) Redhawks at Northern Illinois Huskies Football|Huskie Stadium|  2797|0.485|41.9338| -88.7778|Northern Illinois Huskies Football|Miami (OH) Redhawks Football|NA|NA| 10|  38|    86|NCAA FB|College Football| 177
ncaa_football|03:30 am|2022-11-26|Dekalb, IL|Akron at Northern Illinois|Akron Zips at Northern Illinois Huskies Football|Huskie Stadium|  2797|0.456|41.9338| -88.7778|Northern Illinois Huskies Football|Akron Zips Football|NA|NA| 13|  38|    86|NCAA FB|College Football| 178
ncaa_football|02:30 pm|2022-11-12|Minneapolis, MN|Northwestern at Minnesota|Northwestern Wildcats at Minnesota Golden Gophers Football|Huntington Bank Stadium|  1752|0.757|44.9766| -93.2245|Minnesota Golden Gophers Football|Northwestern Wildcats Football|NA|NA| 16|  60|   245|NCAA FB|College Football| 179
ncaa_football|06:00 pm|2022-11-24|University, MS|Mississippi State at Ole Miss|Mississippi State Bulldogs at Ole Miss Rebels Football|Vaught Hemingway Stadium|  2772|0.829|34.3619| -89.5342|Ole Miss Rebels Football|Mississippi State Bulldogs Football|NA|NA| 77| 175|  6055|NCAA FB|College Football| 180
ncaa_football|05:00 pm|2022-11-12|Fort Collins, CO|Wyoming Cowboys at Colorado State Rams Football|Wyoming Cowboys at Colorado State Rams Football|Canvas Stadium|514654|0.614|40.5699|-105.0880|Colorado State Rams Football|Wyoming Cowboys Football|NA|NA| 48|  97|   913|NCAA FB|College Football| 181
ncaa_football|01:00 pm|2022-11-19|New York, NY|Cornell at Columbia|Cornell Big Red at Columbia Lions Football|Robert K. Kraft Field at Lawrence A. Wien Stadium|  5588|0.392|40.8716| -73.9147|Columbia Lions Football|Cornell Big Red Football|NA|NA| 36|  42|    77|NCAA FB|College Football| 182
ncaa_football|03:30 pm|2022-11-25|Chapel Hill, NC|NC State at North Carolina|NC State Wolfpack at North Carolina Tar Heels Football|Kenan Memorial Stadium|  2824|0.828|35.9087| -79.0485|North Carolina Tar Heels Football|NC State Wolfpack Football|NA|NA|213| 350|  6055|NCAA FB|College Football| 183
ncaa_football|03:30 am|2022-11-26|Blacksburg, VA|Virginia at Virginia Tech|Virginia Cavaliers at Virginia Tech Hokies Football|Lane Stadium|  2800|0.827|37.2200| -80.4181|Virginia Tech Hokies Football|Virginia Cavaliers Football|NA|NA| 72| 108|   545|NCAA FB|College Football| 184
ncaa_football|01:30 pm|2022-11-25|Fort Collins, CO|New Mexico Lobos at Colorado State Rams Football|New Mexico Lobos at Colorado State Rams Football|Canvas Stadium|514654|0.554|40.5699|-105.0880|Colorado State Rams Football|New Mexico Lobos Football|NA|NA| 35|  82|   559|NCAA FB|College Football| 185
ncaa_football|02:30 pm|2022-11-19|Fargo, ND|North Dakota at North Dakota State|North Dakota Fighting Hawks at North Dakota State Bison Football|Fargodome|   177|0.590|46.9030| -96.8001|North Dakota State Bison Football|North Dakota Fighting Hawks Football|NA|NA|159| 216|   488|NCAA FB|College Football| 186
